Course	Room	Teacher	Time	Students
002394	DAL119	0020988	12:00 - 14:30 TH	1088365 3460770 3579949 3462851 3540705 3479085 3483003 3580095 3561098 3668800 3668849
002428	DAL119	3452082	16:00 - 17:30 MW	1088365 3475298 3486141 3458339 3463729 3479085 3442432 3477580 3461556 3576325
012731	CARP21	0032827	13:00 - 14:00 T	1088365 3454100 3458441 3465036 3468749 3481221 3463587 3484361 3480382 3464848 3484816 3576465
013157	DAL300	3648007	14:00 - 15:30 F	1088365 3540428 3580139 3558543 3555932 3574563 3577806 3574475 3669016
004292	DAL300	3092832	14:30 - 16:00 MW	3375323 3451724 3456089 3469520 3480714 3576013 3458176 3455690 3576444
011865	PK100	1165566	16:00 - 17:30 MW	3375323 3459972 3458176 3468070 3455690
003572	TH110	0897399	13:00 - 15:30 TH	3375410 3451551 3453467 3455519 3457393 3457808 3458121 3462293 3462606 3430131 3457932 3463879 3442335 3454476 3443092 3460073 3427633 3454210 3431257 3442991 3459584 3450069 3426858
011528	DAL300	0431946	19:00 - 21:00 MW	3533264
001769	CARP21	3099830	11:30 - 13:00 MW	3375410 3412725 3456016 3462955 3559900 3455808 3479838 3485636 3462019 3471745 3667404 3576565 3669045
001845	PK241	0123161	13:00 - 15:00 T	3417108 3474140 3560167 3544945 3470846 3482101 3463768 3454625 3482592 3576326 3576570
001847	PK243	3483424	14:00 - 16:00 F	3417108 3443421 3460235 3460867 3476797 3486617 3455915 3692269 3481943 3483587 3650277 3437534 3463993 3470393 3462514 3481862
003277	TH224	1061861	19:30 - 21:00 T	3417908 3476930 3374040 3459109
004082	DAL300	0031578	14:00 - 16:00 F	3417908 3437962 3438068 3460770 3461936 3416891 3448687 3442432 3441406
001248	TH110	0031388	12:00 - 14:00 F	3418606 3432223 3435187 3439912 3462297 3462417 3462849 3452964 3455291 3463776 3459645 3462964 3443283 3461498 3475198 3461933 3455058 3459980 3462647 3463126 3451663 3451496
001898	DAL300	0168763	16:00 - 17:30 MW	3421500 3438113 3443421 3446832 3458972 3463071 3437534 3463993 3462292
012288	PK241	0409956	11:30 - 13:00 MW	3421500 3428608 3432223 3446832 3448679 3456677 3458972 3481690 3475573
002874	PK278	0031582	19:00 - 21:00 MW	3423839 3463453 3540190 3436710 3458037 3559872
012895	PK243	3792641	16:00 - 17:30 MW	3425347 3433881 3443731 3447681 3457393 3463602 3463936 3441894 3467452 3417819 3454115 3480264 3463589 3463882 3481862 3576383 3668797
014231	TAYD	1168214	13:30 - 16:00 TH	3425347 3437341 3576474
014534	TH110	0031631	14:00 - 16:00 TH	3425347 3427674 3433881 3438113 3440454 3449400 3450068 3456722 3459032 3463602 3463936 3481520 3430131 3467093 3442335 3453262 3464985 3485636 3440419 3487621 3485092 3576302 3576439 3668761
001764	PK180	1061058	13:30 - 16:00 TH	3425437 3464666 3578842 3441894 3439636 3694828 3668900
006050	PK278	0031526	11:00 - 13:20 T	3425437 3429761 3441004 3462228 3455043
006023	PK20	0213446	13:00 - 15:00 T	3425679 3476797 3538202 3557244 3575735 3576260 3580139 3581918 3575971 3581913 3560858 3561229 3537536 3540705 3580248 3483640 3489089 3492423 3498974 3559464 3574519 3578240 3579361 3579864 3591211 3595071 3595163 3595641 3596713 3597215 3597302 3602816 3608097 3608602 3620520 3629951 3629970 3631042 3631215 3632103 3632720 3632881 3649880 3650736 3651033 3651365 3651573 3652473 3667381 3667674 3669280 3689402 3690361 3690733 3690800 3691575 3691748 3692316 3692514 3693092 3693219 3693280 3693286 3693840 3693902 3694415 3694738 3694791 3695024 3695027 3695345 3695542 3577806 3655393 3574546 3668985 3669024 3669033 3669036
012845	TH110	3195964	14:00 - 15:30 F	3425679 3428608 3436588 3437962 3456645 3478691 3581962 3451168 3561402 3458469 3459645 3452988 3446653 3481031 3510878 3556594 3577795 3465327 3462956 3560308 3669051 3692917
001894	PK278	3483424	12:00 - 14:30 TH	3428608 3453445 3459523 3460235
002568	PK278	0564741	13:00 - 14:00 T	3429199 3456313 3575916 3484894 3463439 3453663
008769	PK20	0428728	14:30 - 16:00 MW	3430697 3462565 3462639 3483511 3559225 3559476 3560167 3581846 3581999 3457459 3555254 3581135 3570123 3483954 3467781 3561229 3575969 3581980 3441310 3486050 3476864 3558528 3574483 3485774 3580407 3483059 3496439 3559319 3575259 3595071 3601391 3606293 3606350 3630915 3632881 3649880 3652273 3668386 3690204 3692766 3693813 3694754 3461197 3561660 3580397
011321	CARP21	0028980	13:00 - 14:30 MW	3430697 3439917 3455297 3463143 3481562 3460073 3458469 3482264 3465591 3478951 3691361 3462262 3559645
014545	PK278	0168763	13:00 - 15:00 T	3432223 3462293 3450069
