Class Times	30
Rooms	600
1	320
2	987
3	836
4	545
5	46
6	941
7	249
8	483
9	435
10	625
11	765
12	222
13	439
14	750
15	595
16	303
17	894
18	392
19	407
20	502
21	359
22	441
23	302
24	666
25	656
26	127
27	364
28	389
29	840
30	187
31	832
32	856
33	45
34	352
35	413
36	615
37	183
38	835
39	428
40	443
41	464
42	132
43	190
44	784
45	179
46	375
47	451
48	715
49	994
50	727
51	321
52	387
53	369
54	839
55	684
56	638
57	866
58	168
59	815
60	681
61	364
62	629
63	908
64	279
65	11
66	224
67	135
68	135
69	645
70	962
71	132
72	678
73	164
74	744
75	609
76	206
77	221
78	711
79	763
80	977
81	977
82	200
83	107
84	305
85	276
86	284
87	360
88	391
89	628
90	38
91	995
92	753
93	17
94	83
95	525
96	734
97	194
98	438
99	339
100	683
101	357
102	318
103	546
104	206
105	206
106	926
107	515
108	951
109	999
110	122
111	494
112	846
113	38
114	917
115	736
116	288
117	762
118	839
119	651
120	614
121	749
122	912
123	592
124	14
125	569
126	235
127	902
128	535
129	387
130	80
131	18
132	12
133	919
134	511
135	901
136	29
137	135
138	135
139	510
140	733
141	761
142	834
143	53
144	192
145	180
146	151
147	690
148	385
149	926
150	569
151	775
152	333
153	278
154	513
155	42
156	675
157	439
158	661
159	230
160	963
161	125
162	608
163	364
164	979
165	770
166	133
167	995
168	933
169	855
170	16
171	626
172	976
173	296
174	908
175	761
176	426
177	775
178	757
179	584
180	265
181	602
182	696
183	365
184	15
185	365
186	177
187	229
188	10
189	452
190	175
191	374
192	192
193	378
194	923
195	191
196	954
197	335
198	967
199	353
200	148
201	580
202	631
203	49
204	824
205	436
206	132
207	598
208	951
209	73
210	933
211	904
212	334
213	28
214	83
215	846
216	811
217	844
218	283
219	863
220	106
221	650
222	466
223	195
224	301
225	545
226	747
227	573
228	815
229	805
230	771
231	472
232	222
233	583
234	169
235	725
236	964
237	755
238	536
239	567
240	38
241	190
242	437
243	297
244	910
245	347
246	294
247	255
248	427
249	909
250	401
251	44
252	929
253	507
254	643
255	744
256	161
257	180
258	899
259	366
260	364
261	38
262	841
263	745
264	923
265	436
266	599
267	506
268	926
269	946
270	49
271	421
272	620
273	248
274	10
275	829
276	941
277	471
278	954
279	787
280	977
281	434
282	672
283	407
284	991
285	104
286	16
287	42
288	412
289	981
290	988
291	943
292	467
293	910
294	170
295	437
296	396
297	87
298	945
299	71
300	254
301	423
302	562
303	56
304	727
305	901
306	420
307	934
308	715
309	710
310	731
311	866
312	590
313	451
314	968
315	618
316	138
317	765
318	695
319	727
320	251
321	631
322	935
323	829
324	520
325	943
326	423
327	274
328	122
329	342
330	472
331	378
332	76
333	608
334	234
335	162
336	710
337	978
338	654
339	276
340	146
341	793
342	499
343	940
344	963
345	294
346	304
347	390
348	34
349	693
350	600
351	359
352	378
353	768
354	902
355	538
356	655
357	321
358	467
359	191
360	328
361	269
362	390
363	41
364	638
365	484
366	207
367	625
368	53
369	572
370	687
371	222
372	73
373	689
374	245
375	720
376	649
377	838
378	955
379	729
380	836
381	967
382	151
383	528
384	723
385	860
386	97
387	276
388	267
389	98
390	743
391	649
392	191
393	940
394	605
395	55
396	222
397	777
398	498
399	163
400	93
401	185
402	424
403	396
404	120
405	768
406	137
407	253
408	324
409	448
410	943
411	895
412	510
413	603
414	362
415	595
416	364
417	278
418	917
419	918
420	286
421	971
422	149
423	111
424	373
425	154
426	941
427	526
428	914
429	415
430	419
431	647
432	278
433	394
434	243
435	729
436	559
437	803
438	285
439	355
440	723
441	975
442	145
443	477
444	237
445	975
446	748
447	347
448	149
449	134
450	93
451	827
452	791
453	163
454	793
455	52
456	443
457	423
458	372
459	803
460	911
461	625
462	45
463	768
464	339
465	545
466	692
467	595
468	739
469	299
470	699
471	937
472	681
473	529
474	708
475	162
476	578
477	299
478	524
479	153
480	584
481	431
482	15
483	885
484	379
485	759
486	307
487	183
488	620
489	18
490	725
491	513
492	603
493	317
494	265
495	342
496	951
497	929
498	815
499	464
500	515
501	625
502	942
503	676
504	701
505	256
506	291
507	703
508	769
509	443
510	605
511	122
512	437
513	956
514	135
515	425
516	773
517	329
518	938
519	218
520	380
521	257
522	480
523	38
524	151
525	97
526	921
527	884
528	408
529	27
530	572
531	642
532	239
533	551
534	952
535	508
536	695
537	860
538	411
539	562
540	642
541	832
542	973
543	737
544	513
545	453
546	622
547	385
548	327
549	927
550	259
551	769
552	385
553	793
554	948
555	912
556	936
557	531
558	494
559	970
560	667
561	193
562	910
563	554
564	769
565	529
566	586
567	560
568	287
569	264
570	683
571	675
572	733
573	719
574	830
575	505
576	225
577	520
578	955
579	327
580	682
581	351
582	639
583	883
584	302
585	259
586	580
587	703
588	480
589	138
590	810
591	759
592	509
593	484
594	994
595	54
596	68
597	369
598	327
599	897
600	201
Classes	100
Teachers	50
1	41
2	12
3	49
4	4
5	21
6	3
7	1
8	16
9	43
10	43
11	35
12	17
13	41
14	17
15	33
16	46
17	38
18	33
19	35
20	8
21	25
22	21
23	15
24	2
25	45
26	1
27	15
28	36
29	36
30	39
31	45
32	49
33	3
34	24
35	7
36	12
37	8
38	48
39	20
40	44
41	19
42	9
43	5
44	5
45	10
46	47
47	13
48	34
49	6
50	44
51	46
52	50
53	31
54	19
55	11
56	6
57	10
58	28
59	23
60	30
61	47
62	9
63	39
64	22
65	48
66	4
67	20
68	27
69	23
70	25
71	50
72	34
73	38
74	32
75	14
76	2
77	37
78	26
79	14
80	22
81	32
82	16
83	26
84	13
85	42
86	29
87	30
88	40
89	29
90	27
91	28
92	40
93	24
94	31
95	37
96	18
97	11
98	18
99	42
100	7
