Course	Room	Teacher	Time	Students
1	23	448	54	957 1649 1842 1863 3900 3979 4007 4284 4446 4451 4950 5062 5259 6139 6553 6828 6906 6969 7117 7592 7925 8032 9263 9860 10012 10111 10181 10303 10720 11046 11822 12285 12415 12745 12902 13042 13112 13178 13408 13419 14415 15305 15565 15914 16813 16975 17248 17326 17490 17730 18568 18751 19232 19491 19705 19774
2	24	765	99	688 1122 1202 1583 1867 1900 2993 3082 4534 4754 5282 5485 7159 8245 8451 8595 8954 9083 9287 10262 10320 10556 10775 12427 12558 12938 13112 13566 13906 14759 15237 16574 17047 18086 18263 18588 19300 19707
3	5	794	92	538 625 1310 1438 2131 2736 3058 3645 3689 3813 3908 5110 5491 5560 5750 5771 6357 6701 7462 7546 7811 9442 10564 10881 11460 11755 11955 12140 12642 13698 13785 14843 15018 15034 15911 16530 16917 16918 17874 17943 18170 19001 19421 19888
4	10	15	19	178 355 464 993 1793 2517 2604 2753 2889 2926 3319 3482 3613 3794 5476 5670 5686 6564 6573 6870 6895 7534 7871 8467 8885 8920 9239 9440 9718 9789 10765 10971 11531 11702 14080 14112 14640 14692 15005 15670 16636 16804 16980 17804 17888 18010 18047 18813 18980 19104 19759 19950
5	21	322	15	1115 1289 1602 2086 3053 3553 3594 3648 4251 4376 6087 7640 7952 8386 9494 9835 10121 11104 11222 12649 13035 14899 14935 15195 16214 17785 17800 17815 18075 18128 18205 18286 18966 19354
6	21	123	56	275 404 1166 1788 2087 2715 2766 3073 3165 3375 4626 5517 5828 7308 8067 8955 9899 10272 10368 11000 11528 12516 12870 12992 14771 15154 15518 17302 17449 17771 17821 18661
7	24	257	3	126 566 3262 3278 4585 4899 5521 6045 6193 6502 6549 7201 7236 7645 7785 8022 8230 8678 10213 10753 10783 11784 12533 14105 14298 14413 14890 15242 15321 15540 15896 15910 16508 16718 17214 17770 18562 18586 19448
8	26	364	90	93 375 1501 1626 1736 1850 2491 3434 4657 4969 5083 5218 5311 5785 6380 6499 6590 6802 6997 7092 7862 8112 9209 9259 9373 9558 10531 10567 11781 12470 12933 13343 13449 13845 14656 15519 15754 16026 17004 17065 17309 17514 18381 18888 19642 19670
9	30	859	54	321 1212 2496 2544 3515 3539 3658 3716 3977 4389 5301 5666 6315 6710 7537 7838 7911 7960 8375 8574 8875 9238 9716 10995 11636 11960 12032 12664 12699 12746 12798 12962 13145 13803 13904 14078 14387 14849 15289 16536 16601 17456 17674 18519 18964 19040 19295 19714
10	18	112	79	663 1127 1296 1898 3248 3637 3725 3747 3785 3967 4415 4629 5071 5617 5963 6110 6909 7980 8024 9736 9910 11506 12356 12821 13109 13678 14173 14218 14696 14832 14875 15599 16071 17171 18656 18797 18992 19219 19980 19986
11	11	826	77	972 1286 1406 1791 2258 3015 3077 3121 3924 4350 4702 5307 5439 5922 6231 6859 6924 7381 8217 8325 8898 9050 9735 10064 10081 10414 12053 12625 12657 13130 14363 14623 14663 14875 15328 15569 16108 16523 17180 18828 19095 19651 19716 19810 19941
12	24	811	23	376 1138 1915 2772 2864 3155 3255 3750 3779 3907 4463 5454 5773 5854 6162 6218 6732 7882 8358 9569 9732 9804 10075 10124 11343 11605 12695 13243 14018 14357 14398 14403 15029 15852 16249 16684 18979 19072 19224
13	18	637	44	195 210 1506 1914 2241 2710 2876 3241 4629 4926 6011 6021 6132 6163 6550 7104 7341 7349 7824 7915 8031 10595 10646 10797 10912 11519 11533 11805 12320 12588 13405 14176 14889 15378 16226 16908 18472 18790 18905 19444 19745
14	40	31	12	218 1033 1299 1653 2593 3866 4029 4118 4843 4948 5179 5195 6326 6330 6743 7016 7714 8012 8673 9163 9943 9979 9991 10210 10228 10725 11494 11520 11912 12121 12428 12534 13419 13645 14040 14511 14777 15278 15397 15920 16341 16910 17048 17166 17479 17529
15	15	569	1	618 1010 1819 1884 1958 2414 2442 2671 2764 2770 2870 3878 4262 4608 5163 5999 8085 8478 8699 8732 9005 9378 9408 9475 9675 9724 10312 10815 11374 11583 11656 11753 11789 13074 14303 14334 15129 15363 16315 17755 18300 19144 19902 19942
16	21	323	39	490 1743 2319 4449 4753 5283 6404 6553 6590 7496 7567 7854 8466 10134 10416 12215 12284 12435 12713 12896 12980 14130 14767 15136 15172 15262 15263 16685 17288 18094 18842 19692
17	10	372	57	59 762 1013 1046 1267 1554 1809 1836 2282 2642 3110 4501 4895 5524 6093 6740 7172 7588 7618 8778 8898 9349 9725 9826 9964 10028 10194 10249 10374 10419 10918 11437 12258 12968 13788 13922 14148 14294 14834 15016 15674 16014 16848 17760 17782 17846 19226 19487 19515
18	15	172	47	167 565 1001 1708 2127 3196 3530 3632 4449 4957 5288 5707 6773 7848 8666 8772 8874 9347 9435 9573 9903 10784 10849 10910 11735 12200 12764 13253 13847 14350 14873 15707 16142 16715 17403 17433 17667 17720 17980 18283 19123 19245 19772
19	2	207	27	298 845 856 1440 1967 2019 2264 2613 2616 3057 3727 4988 5079 5868 6246 7003 7016 7243 7970 8130 8730 9201 9542 10273 10399 11166 11955 12082 13041 13522 13716 14017 14476 15334 16219 16727 16880 16990 17086 17201 17355 18398 18401 18407 18872 19447
20	10	725	9	61 308 1457 1929 2944 3281 3337 4716 5799 6240 6291 6688 6856 7096 7803 7904 8482 9333 9433 9896 10076 10828 11011 11126 11201 11471 11675 12146 12211 12400 12604 12696 12935 12994 13558 14658 14783 15466 15622 15739 15806 15814 15909 17304 18075 18572 18682 19588 19758
21	5	301	90	527 966 1314 1404 2114 2525 3572 3639 3898 4497 4636 4988 5088 5303 5306 5540 6891 7090 7233 8864 9077 9184 9377 10047 10140 10214 10373 10607 11215 12328 12554 13144 13591 13625 13632 13796 14462 14891 15744 16362 17024 17445 19905
22	11	236	99	55 107 116 127 977 1233 2033 2174 2411 3743 4258 5193 5916 6260 6479 6533 6547 6814 7352 7524 9905 10366 11146 11803 11897 12132 12446 12878 13226 13559 13796 13847 14529 15410 15808 17394 17554 18044 18176 18874 19435 19462 19687 19786 19905
23	38	660	20	20 599 1595 2445 2629 3849 4344 4942 5188 5333 5394 5789 5930 5973 6301 6748 7663 7740 8218 8740 9561 9957 10644 10801 12600 13120 13635 13637 14792 15256 15900 16287 16348 17681 17834 17981 18717 18828 18926 19173 19622 19932
24	36	91	90	1394 2024 3187 3294 3999 4290 5108 5688 7357 7525 7780 8412 8922 9713 9850 9967 11749 11924 12301 13551 14000 14260 14384 15424 15645 16695 16753 17400 18177 18206 18243 18881
25	36	774	37	840 1211 1945 2530 2535 3111 3710 4688 4938 5509 6268 7060 7168 7273 8967 9072 9488 9561 9846 10582 11329 12774 13054 13482 14186 14471 14871 15298 16087 16559 16760 16923 18433 19431 19590
26	40	559	11	215 553 1954 2133 2434 2657 3362 3423 4360 4375 4389 4661 4861 4989 6202 6827 7574 7698 7940 8370 9126 9673 9689 9887 10035 10369 10388 10877 11403 11440 11693 12820 13264 13403 14297 14408 14937 15098 15627 15898 16270 17236 17410 17936 19054 19149 19874
27	36	597	97	148 353 1600 2102 2575 2942 3109 3280 4343 7107 7956 7965 9890 10887 11303 11825 13125 13228 13793 14021 14812 14962 15063 15558 15618 15909 16525 16745 17390 17405 18345 18820 19122 19436
28	22	361	40	198 653 911 3255 3497 4960 5093 5219 5330 5872 6829 7430 7565 7994 8513 8755 8798 10645 11215 11758 11997 12061 12369 12555 12767 13304 13520 13613 14247 14542 15261 15463 15886 15943 16189 16253 17066 18785 19437 19507
29	23	856	16	410 451 495 734 1795 3290 3602 3868 3960 3965 3983 4098 4440 4495 4863 5250 5695 5834 6180 6200 6486 6870 7164 7743 8686 9062 9858 11010 11231 11410 11468 11742 11774 11961 11974 12212 12760 12844 13040 13544 14684 14885 14940 15357 15643 16003 16364 16572 17167 17287 17387 17606 17958 18097 18774 18777 18997 19490 19864
30	14	115	37	96 1170 1490 2132 2378 2647 2665 2676 2920 3562 5274 6703 6959 7389 7641 7846 8361 8381 8572 8831 9250 10408 10873 11274 11885 12007 13303 13878 14308 14565 15930 16293 16712 17359 19017 19535
