Course	Room	Teacher	Time	Students
1	13	1133	52	33 36 384 1646 1905 2722 5342 5819 6415 6838 7366 8286 8944 10322 11268 11496 11984 12352 13848 14422 14818 16226 16765 17313 17337 18269 18719 19150
2	33	404	80	587 666 1228 1341 1439 1663 1750 2417 3528 4328 4715 5382 5438 5616 6612 6659 6870 6897 8383 11152 13331 13645 13889 14305 16783 16920 18846
3	15	3	54	628 1408 3307 5798 6349 7189 8378 8528 8576 8749 9339 10442 10855 11164 11185 11637 13044 13111 14054 14485 15302 16394 16791 16947 17586 18895 19335 19445 19806
4	29	1024	87	26 896 1696 2616 2713 2919 4280 7276 8011 8134 8601 9479 11458 11494 11930 12932 16239 17266 17363 17886 18114 19848
5	13	428	68	111 1215 1615 1616 3558 4016 5420 5489 7632 9319 9576 10103 10407 10512 12274 12471 13867 13970 14017 15184 15228 15990 16260 16490 16672 18053 19117 19608
6	25	1219	50	1488 1697 1898 2810 4679 8087 8695 9778 9926 11122 11726 13357 13379 14152 14590 17171 18072 18151 18752 19435 19648
7	3	324	99	149 492 899 3572 4018 4641 4667 4917 5121 6049 7139 9157 9236 9710 9830 10153 10457 11229 11493 11613 11895 12214 12769 14034 15252 15514 16393 16394 17502 17569 19693 19714
8	6	1454	2	563 1059 1194 1481 1785 2945 4906 5860 6304 7335 7628 8037 8919 9315 9428 9854 9960 10111 11169 12178 14782 15362 16238 19205 19314 19728
9	4	1450	58	1399 1817 3111 5509 10382 10880 11567 12900 13155 13328 14436 14507 14659 15263 15528 15610 16163 17480 17783 18320
10	14	122	33	353 2780 4097 5126 5670 6006 6463 7069 7852 8000 8702 8722 9895 12253 12743 14463 14672 15319 15435 16207 16969 17413 17472 18849 19376
11	22	1075	87	111 2108 3206 3656 4799 4980 5071 5912 6319 7483 8533 8873 9158 10288 10779 11086 11852 12517 13427 14461 14619 16495 17435 17503
12	19	748	60	79 411 412 2472 2619 3623 4581 5808 6675 7176 7328 7922 8066 8689 10709 11229 12175 12454 13006 13011 13946 15386 15610 15869 17344 17828 17909 18171 19217 19325
13	34	62	62	450 2998 3282 4446 4572 5024 5120 5205 7812 8562 9166 12171 12430 12657 14585 15630 16222 17058 17929 18355 18505 19064
14	19	1226	95	257 420 2607 2924 3133 3172 3729 4149 4977 5461 6625 7080 7248 7333 8314 9526 10714 11625 12702 12935 13407 14841 15178 15466 15847 16392 17890 17901 19759 19851
15	31	1224	47	94 825 1312 2120 2178 2247 2859 3387 4347 4918 5252 5377 5633 5653 5660 5704 5766 6013 6035 6366 6761 7539 8649 8727 9410 9550 9732 11469 11598 14184 14251 15251 16508 18492 18515 18924 19171
16	39	873	16	97 1023 1119 2250 3722 3956 5570 8491 8817 9244 9556 10542 11356 11979 12787 12867 13143 13388 14199 14553 15014 16854 16964 18835 19143 19465
17	23	188	56	85 303 1768 3579 3673 4854 5174 5205 5380 5395 6252 6575 7289 8500 9134 9188 9634 9892 10336 10461 11075 12080 12965 13157 13402 13914 14090 14931 15401 15576 16604 18839 19610 19611
18	34	222	30	181 379 1830 2011 3090 4633 6519 7566 7700 8068 8282 8484 9441 9974 12062 12231 14047 15856 16011 19204 19444 19852
19	24	1386	62	739 1171 1582 2294 2580 3413 4086 4318 4584 4936 5584 6081 6649 6849 8218 11027 11640 12427 12464 13501 13509 16116 16755 16946 17025 17212
