Course	Room	Teacher	Time	Students
1	17	946	71	14 324 557 1547 1823 2952 3574 3649 4475 4960 5781 6399
2	32	834	7	124 260 890 901 1641 1766 2138 2345 2918 3481 3935 4251 4471 4696 5588 6839
3	5	706	3	857 934 1637 1900 1902 2146 3846 4537 4843 5550
4	39	266	41	711 997 2356 2446 2779 3145 3292 4075 4238 5212 5220 5741
5	14	431	82	168 185 374 555 1673 2008 2653 3147 3502 3797 3957 4683 4901 5186 5475 6045 6411
6	37	186	70	1157 1248 1713 1984 2661 2713 2791 2882 3066 3711 5332 6108 6148 6854
7	17	942	26	717 950 995 1219 1263 1344 1729 2078 2687 3910 4626 4650 5150 5292 6347
8	27	318	30	607 638 1478 1867 1943 2478 3016 3915 5108 5376 5669 6001 6319
9	18	184	77	10 357 387 614 1141 1436 2041 3141 3207 4346 4604 5027 5708 6502 6666
10	33	413	47	429 715 1374 2192 2845 6373 6423
11	27	730	20	550 690 703 784 1215 1858 1984 2503 2609 3191 4624 4842 5221
12	27	517	9	460 1359 1422 2197 2806 3158 3224 4678 5321 5728 6316 6622 6884
13	38	959	76	196 303 608 977 1236 1610 1661 1738 2789 3664 3686 3843 4155 4525 4601 5265 6370 6796
14	5	323	99	320 479 588 786 1401 2066 2232 4747 5370 5556
15	25	742	88	99 743 2301 2551 2851 3548 3573 3810 4261 5063 5411 5595 6049 6252 6604
16	27	533	38	717 1839 2256 2480 2820 2957 4397 4576 4839 5276 5645 6195 6345
17	32	182	81	406 1136 1382 1637 2893 3794 4074 4330 4542 5203 5488 5776 6504 6773 6869 6916
18	40	279	66	206 1521 1814 1825 1851 2145 2975 3098 4062 4547 4992 6346
19	14	694	13	563 810 964 1391 1969 2387 2494 2798 3189 3611 3715 4479 4949 5117 6207 6540 6665 7000
20	38	762	11	353 1386 1424 1463 2550 2798 2800 3486 3954 4010 4059 4223 4290 4395 5184 5647 6060 6479 6833
21	40	853	57	187 1356 1833 3235 4003 4331 4514 5170 5651 6002 6852 6965
22	9	801	21	579 889 2232 3463 3717 4426 4535 4838 5835
23	27	979	49	1149 1396 4432 4484 4678 5048 5290 5401 5441 6200 6437 6479
24	24	162	70	295 990 1334 1545 1706 1823 2131 2245 2564 3919 4932 5235 5437 6285
25	32	196	61	309 550 564 567 704 1009 1085 1359 2997 3764 3923 3972 4190 4718 5194
26	4	442	53	234 348 512 660 787 1033 1169 1594 1777 2106 3652 4328 5124 5303 5512 6296 6432 6672 6716 6798
27	27	770	47	783 837 1176 1265 1698 2414 2520 3102 3267 5189 5597 5810 6612
28	17	705	8	538 830 1310 2037 2116 2769 2869 3790 4385 4567 5043 5108 6105 6344 6606
29	18	75	36	558 747 842 1446 2257 2265 2300 2305 2873 4403 4740 4889 4961 5593 6165 6512 6839
30	16	813	55	400 686 1792 2056 2134 2641 3285 3800 4383 5455 5758
31	3	677	5	75 1182 1536 1600 3460 3696 4339 4499 4700 5045 5523 5782 6915
32	33	460	72	3389 3566 4118 5358 6457 6829 6973
33	25	347	79	73 211 1103 1248 1318 1695 1885 2002 2271 2613 3155 4535 5391 6126
34	32	421	16	149 201 919 1032 2147 2511 2556 2563 3305 3485 3892 4206 4295 5111 5157 5439
35	37	584	42	643 765 840 1194 1292 1541 1650 1962 4151 4354 4441 5125 6272 6864
36	16	71	45	335 438 484 2814 3108 3832 3867 4280 4673 5504 6062
37	25	167	12	599 1336 1881 2048 2655 2717 2864 3879 3951 4936 5265 5388 5895 6008 6138 6906
38	31	467	91	186 393 790 1081 2293 2970 3928 4175 4262 4450 4501 4682 4883 5287 5364 5516 5638 6120 6503
39	9	527	31	719 892 946 2213 3402 4346 4379 4987 6326
40	33	131	89	2559 3006 4908 5240 6887 6972
41	27	321	16	534 979 1430 1819 2506 2762 3225 4025 4303 4716 5030 6194 6783
42	25	765	54	2168 2339 2920 3027 3272 3672 3851 4305 5521 5623 6160 6243 6586 6694 6816 6889
43	25	249	57	5 1350 1834 2624 3415 4077 4090 4115 4273 4478 4785 5769 6049 6510 6619
44	25	73	41	1100 1223 1226 1484 2221 2873 3307 3565 3636 4005 4836 5510 5600 5905 6239 6369
45	5	699	85	229 555 2969 3382 5028 5069 5075 5575 5683 6109
46	27	297	19	549 622 886 899 1168 1655 2071 2246 4132 4419 4450 4617 6741
47	31	133	68	62 172 365 594 705 1187 1628 1845 2250 4993 5036 5140 5209 5367 5668 5847 6107 6262 6739
48	9	495	4	227 511 682 849 1180 3225 3509 3555 6760
49	18	866	96	89 441 1057 1111 1913 3044 3304 3428 3530 4022 4831 5335 5782 5986 6682 6743
50	27	679	10	462 1567 1777 1836 1837 2829 3122 3692 3981 4262 4371 5466 6491
51	39	110	63	906 1104 1123 1337 2635 2650 3520 3532 4686 5369 5927 6123
52	14	182	83	169 219 713 3432 3479 4003 4667 4693 4787 5327 5406 5546 5871 6047 6095 6414 6654
53	17	83	49	976 1173 1240 1349 1507 2125 2131 2435 2797 3018 3620 3629 3937 4123 4924
54	31	567	38	503 812 1034 1053 1605 1757 1813 2043 2251 2300 2477 2529 2856 2880 3147 4614 5823 6021 6341 6982
55	31	812	44	596 859 953 954 1194 1265 1329 1553 1814 2089 2442 4327 4454 4499 5535 6509 6689 6965
56	9	448	44	1041 1053 2015 2112 3543 3868 4993 6246 6623
57	16	346	74	553 559 1098 1547 1852 3264 3923 4562 6035 6615 6680
58	37	212	35	596 1380 2228 2603 3674 4131 4241 4253 4498 4515 4529 6533 6630 6750
59	29	792	74	388 715 880 1427 1747 1991 2268 2920 3067 3884 4846 5341 5755 6506 6863
60	32	45	30	199 568 722 1546 3085 3090 3300 4611 4917 5175 5768 5804 5990 6264 6818 6850
61	31	553	1	26 438 1285 2044 2174 2325 3079 3172 3707 4291 4386 4526 4583 5434 5498 5741 6602 6677 6746 6810
62	33	178	39	78 1176 1610 2532 2709 5125 6163
63	29	244	5	146 489 1298 1935 2130 3247 3462 3480 4412 4783 4815 5747 5825 6927
64	38	856	5	287 702 771 1556 1722 1929 2255 3722 3827 3860 3983 4016 4647 5584 5935 6114 6202 6441 6867
65	24	642	77	315 1097 1472 2256 2379 2857 2860 3377 3669 4928 5238 6661 6791 6894
66	37	609	94	39 1254 2768 2786 3672 3787 4526 4888 5326 5488 5552 6057 6504
67	39	107	59	860 2199 2335 2402 2811 3473 3797 4684 4820 5422 5761 6954
68	16	720	86	656 2004 2858 3116 3764 3932 4359 5292 6407 6644 6823
69	16	719	20	179 1201 1956 2647 3796 4047 4320 4950 5714 6991
70	37	127	67	1101 1966 2673 2761 2772 3851 4008 4138 4183 4268 4660 5195 6076 6508
