Course	Room	Teacher	Time	Students
1	31	6	11	519 685 2761 2807 2995 3842 3955 4680 5003 5353 6795 7141 7804 9116 9779 10702 11089 11335 11841 13424 13645 13786 15014 15339 15590 16122 16209 16377 16559 16888 17086 17318 18087 18580 19103 19646 20571 21368 21673 21747 23055 23398 23994 24013 24614 25548 25891 26129 26163 26351 27981 30029 30661 30714 30925 31138 31871 32134 32916 33167 33278 33706 34116 34148 34819 36426 37044 37239 37254 37420 40800 41176 41649 42229 42327 42564 43525 43607 43705 44000 44426 44805 45002 45129 45262 46158 46368 46839 46957 47219 48346 48924 49154 49533 50355 50557 51511 51657 52392 52734 53178 53231 53425 53754 53914 54673 57206 57281 57838 58137 58253 58741 59016 59081 61040 61985 62024 62336 62407 63699 64100 64589 65023 65318 65346 66356 67563 68110 68458 69727 69926 70923 71140 72794 73199 73839 75176 75570 75790 75914 76728 77003 77579 78153 79765 80049 80830 82257 82302 82963 83071 83117 84428 84636 85113 85387 86276 87228 87695 87828 88353 88508 88521 90290 90676 90853 91146 92546 92804 92996 93602 93712 93895 94224 94734 95525 96265 96474 96985 97044 97238 97486 98547 98569 99282 99296 99333 99382 99437 99682
2	25	168	65	527 893 1186 2534 5018 5283 5385 6318 6915 7289 8742 8874 8900 9710 10807 10842 11832 11939 12820 13360 13498 14360 14545 14581 15594 15951 16682 18766 18773 19051 19398 21113 21119 21702 22426 22771 23092 23665 23926 24039 24165 24288 24717 25477 25754 27350 28495 31243 31470 32081 32253 33351 34652 35543 35764 36388 36686 36978 37014 37119 37268 37692 37812 38746 39503 40503 40763 40797 40870 41080 41242 41742 41781 41823 42957 43886 44302 44341 44574 44656 45278 45579 45886 46621 47503 48409 48798 49097 49332 49355 49506 50236 50316 51338 51807 51907 53407 53740 54994 55400 55453 55496 55562 55631 55944 56169 56567 56935 57189 57330 57369 57982 58243 58411 59110 59267 59946 60187 60875 61354 61751 61814 62130 62208 62514 62847 63102 63586 63749 64534 65692 65965 66228 66279 66668 66870 66981 67792 67795 68025 68332 69112 69166 70179 71537 71900 71970 72323 72616 72917 73676 73710 73733 75242 75244 75427 75727 75819 76271 76327 76467 76508 78685 79045 79328 79507 79808 80110 80200 80520 80815 81058 81963 82043 82687 82937 83710 83753 83770 84982 85113 85156 85314 86083 86686 87167 88031 88319 88340 88707 89985 90635 90656 90975 92904 93053 93514 93759 93830 94055 94216 95216 96392 96511 97200 97255 97335 97419 98326 98854 98961 99015 99834
3	37	184	31	254 672 791 1588 1825 1868 3078 3567 3797 4347 4656 4733 4987 6402 7160 7292 7685 7861 8044 8129 8371 8556 8633 8777 8869 9051 9090 9806 10269 10302 10584 11385 12160 12782 13658 14052 14104 14294 14683 14826 15139 15781 16064 16097 16254 16319 16614 17378 17844 19409 19550 19792 19891 19971 21130 21262 22052 22464 22571 22661 22866 23343 24101 24196 24498 25076 25243 25586 25678 25895 25968 26141 26811 28099 28247 29579 29643 30022 30572 31066 31296 31494 31736 32621 34191 34216 34395 34442 34467 36200 36390 36604 36969 37768 38250 38449 38774 39206 39381 39918 39964 40189 41683 41774 42718 42737 43065 43543 44080 44532 44839 45261 45930 46342 47521 47707 48358 48415 49120 49168 49190 49371 50057 50522 50808 51791 52092 52280 52391 52577 53489 53559 55104 57696 57906 58086 58693 58920 60263 60672 60790 61348 62837 63292 64977 65330 66211 67567 67988 68379 68453 68713 68767 69759 70226 71202 71268 71467 73091 73544 74091 74253 74280 74406 74695 74911 76909 78162 79336 80210 80261 80985 81328 81637 82477 83091 83837 83867 85927 85928 87667 87730 87944 89916 89976 89989 91558 91867 92123 92489 92665 93178 93760 93976 94208 94254 94650 94823 95667 95997 96298 96321 97716 97727 98465 98972
4	17	521	62	165 940 1280 1290 1604 2369 2474 2963 2980 3366 5872 8292 8617 8822 9147 9791 10245 10921 10973 11736 11853 11914 11949 11969 12842 13313 13432 13434 13438 13956 14362 14400 14722 14992 15108 15175 15321 15562 15732 16844 17136 17160 18117 18613 19094 19239 19309 19720 20081 22058 22065 22267 22309 22506 22529 23235 23654 23679 23737 24060 24384 24753 25589 26267 26875 28866 28891 29815 31159 31215 31406 31725 32006 32180 32925 33147 33299 34590 34692 35044 35830 35919 36701 36812 36874 37339 37440 37875 38897 39211 39476 39527 40464 40490 40810 41909 42272 43793 44393 45416 45629 46008 46169 46625 46862 46917 47403 47769 48039 48159 48402 50023 50258 50781 50899 51584 51900 51985 52581 53362 54133 54833 55736 56253 57229 57532 57928 58161 58235 58265 59159 59879 60597 61574 62166 62677 62867 64592 66026 66909 67489 68169 70064 70083 71826 71990 73675 73688 73739 74414 74745 75656 76419 77329 78002 78399 78777 78967 79264 79476 80127 80493 80734 82497 82536 82569 82674 85149 85192 85917 86577 87025 87523 87946 87972 88465 88865 89108 90900 91424 92287 92288 93390 93718 93788 94195 94500 94508 94882 94890 94986 95366 95436 96116 96862 96948 98471 99961
5	23	677	60	280 1036 1556 2223 2448 2638 2871 3275 3896 4266 4880 5714 5827 7070 7086 7167 7435 7910 9635 9837 9976 10013 10035 10399 10476 11185 11764 11910 12116 12257 12369 12709 13569 13722 14519 14993 15681 16810 17862 17996 18211 18858 19681 19938 20129 20656 21608 21741 21868 21926 21985 23322 23578 23706 25001 25256 26115 26387 26452 27472 27526 27789 28021 28156 28983 30762 31104 31396 31434 32348 33252 33720 33961 37403 38352 38451 38906 39646 39814 39980 40464 41130 41708 41948 42081 42850 42886 43103 43110 44635 45001 45273 45840 46265 46567 47329 48209 48397 49039 49262 49322 50591 51626 51933 53422 54199 54589 55114 55486 56042 56523 57203 58494 58611 58982 59286 59515 59810 59930 60031 60112 60434 60478 60800 61421 62223 62731 64327 65027 65433 66506 66803 66934 70292 70698 71600 71897 71959 72200 72419 73263 74617 77113 77916 78145 79952 80480 81136 82208 83070 83220 83765 83993 84481 85132 85355 85774 86566 87183 87334 87909 89211 89894 91029 91200 91975 91986 92008 92621 92817 93449 93527 94049 94422 95623 95928 96363 96723 96847 97084 97797 97887 97955 98305 98598 98792 99003 99331 99344 99413 99883
6	32	68	77	59 288 1634 1670 1753 1889 1983 2423 3888 4274 4319 4336 4866 5378 5426 6485 6507 6929 7590 8803 8863 9053 9420 9706 9783 11279 11569 11657 12424 12581 12918 13829 13995 14233 14639 14701 14751 14874 14881 15335 15571 15582 17552 18168 19121 19305 20106 20217 20255 21074 21859 22054 22827 23061 23109 23129 23303 24178 24605 24620 26226 26594 29396 29577 29634 30093 30526 30554 30746 30869 31528 31770 32150 32656 32730 32873 32914 34059 34290 34526 35304 36715 37281 37384 38304 38577 38773 40538 41795 41801 42218 42362 43660 43889 44021 44539 44649 44845 45092 45106 45523 45690 47530 48040 48288 48367 48510 49401 49420 50506 51132 51298 51607 51859 52737 53584 53739 54233 54247 56376 56514 57472 58939 59027 59103 60094 60466 60806 60929 61090 61444 61446 62268 62326 62539 62785 64147 64732 65017 65607 65786 66307 66823 66914 68054 68400 68942 70390 71258 71623 72056 72560 73793 74103 74533 76164 76725 77369 77714 77726 77836 77890 78050 78198 78439 78559 79582 79752 80522 80761 80834 81562 81733 81760 81791 82284 82490 82863 83326 83444 83999 84609 84662 84813 85136 85248 85387 86079 86296 86568 86933 88108 88177 88458 88479 89112 89367 90382 91664 92025 93045 93147 93810 93949 93969 94108 95544 95648 95832 96706 97514 98519 98562 98880 99070 99344 99512 99647
7	3	995	5	362 626 762 1069 1928 2214 2264 3152 4227 4452 4903 5749 5917 6964 7210 7310 7495 7748 9239 9286 9575 9725 10101 10635 10670 12803 13849 13937 14761 15211 15234 15243 15698 16008 16375 16692 18011 18692 19734 19867 21213 22831 24034 24897 27321 28024 28124 28338 29896 30028 30359 30370 30941 31188 31260 31382 31495 32210 32601 33589 33941 34692 34822 34935 36898 37159 38895 38973 39066 39538 40140 40313 40832 42449 42831 43724 44000 44061 44463 44703 45622 46498 47182 48157 48298 48921 49913 51310 51550 51674 51849 51879 53860 54393 55148 55173 55359 55789 56758 58872 59099 59101 59830 59944 60205 61045 61046 61545 61870 62871 63262 63456 64008 64096 64624 64699 65183 65267 65503 66248 66508 66592 66794 67465 67941 68581 69500 71194 71240 72651 73622 73896 74391 74614 74899 75777 76041 76337 77862 78419 78743 79227 79842 79982 80213 80505 81415 82175 82795 83170 83594 84162 84245 85431 85488 85989 86004 86188 87844 88094 88123 88161 88326 89334 89470 89564 89578 89602 89707 90050 90069 91919 92358 92733 92930 93452 94141 94418 95137 95250 96059 97247 97620 98146 98195 98558 98807 99434 99829
8	24	940	16	486 2267 2866 3831 4141 4524 5193 5370 6189 7164 9207 9719 9834 9975 10371 10449 11414 11525 12043 12099 12625 13914 14282 14439 15124 15316 15821 15998 16934 17251 17252 17754 17775 17855 18132 18760 18861 19455 20760 20919 21550 21978 22038 22176 22327 22530 23395 23685 23725 24274 24500 24918 25354 26065 26072 26154 26345 26984 27171 27298 28114 28802 29797 30581 30673 31510 31803 32226 32376 32506 32760 32879 33415 34432 34583 35746 36627 37489 38192 38889 39165 39625 40106 40249 40397 42280 43088 43749 43771 44538 44973 46708 46995 47278 48368 48432 48523 48688 49129 49542 50276 50814 51297 52974 53277 53477 53775 53933 54554 55153 56395 57497 57779 58542 58576 58979 59131 60424 60780 60997 61474 62103 62172 62394 63012 63350 63875 64130 64419 64526 65325 66060 66143 66523 66588 66768 67208 67290 67475 67611 69042 69732 69884 70992 71144 71505 71782 72866 72940 73016 73029 73301 73878 74491 75636 75739 75787 76413 76886 78229 78553 78744 79540 79635 81296 81560 82313 82443 84854 85033 85416 85446 86631 86894 86908 87403 87752 89025 89819 89853 90211 90301 91111 91391 91466 91658 91929 92424 92438 92951 93616 93860 93864 94355 96042 96111 96398 96578 97390 97858 99322 99960
9	23	436	15	353 657 968 2002 2406 3747 3977 4341 5608 7226 7574 7578 8206 8457 8646 9077 9300 10536 10800 11034 11445 12355 12599 13001 13441 13450 14000 14243 14905 15226 15657 16270 16374 16384 16609 17045 19318 19943 22560 22789 22827 24695 24975 26245 26252 26470 26612 26910 27911 28224 28700 28981 29133 29526 29697 30309 30390 30800 31185 31236 31791 31878 33595 34234 34258 35040 36062 36107 36501 37571 38462 38679 39497 40303 40452 40889 41716 43305 43619 43702 43895 43969 44441 44464 44476 44665 45334 45371 45495 45740 46767 47553 50350 50796 51112 51191 51754 52013 52450 52465 52632 53680 53937 54327 54711 55137 55951 57093 57277 57509 57759 58096 59793 59925 60014 60467 60490 60832 60891 61007 61358 61404 62178 62551 62925 63087 64335 64603 66391 66750 67297 67544 67609 67634 67874 68090 68391 68818 69908 70065 70327 71591 71989 72257 72830 72901 74910 75078 75357 75946 76028 76254 76961 77066 77365 77398 77593 77987 78484 79340 79776 81269 81590 81742 82143 82768 82978 83820 83868 85258 85333 85426 86967 88218 88315 88715 89241 90057 90161 91257 91407 91968 92069 93947 94457 95989 97555 98652 98860 98886 99024 99147 99486 99904
10	31	954	77	1849 4437 5362 5883 6064 6739 7824 8243 8386 9001 9817 10133 11139 11690 11852 11917 13478 13486 15527 16067 17808 17883 17894 18155 18450 19224 19442 19717 19860 20719 23326 23729 24023 24278 24368 24713 24913 25777 25923 26052 26125 26690 26705 28676 29254 29376 29550 29796 31502 31768 31939 32072 32178 32805 32860 33246 34777 35240 35866 35926 36280 36374 38110 38384 38503 38572 38896 40464 40575 41122 41649 41925 41946 43272 43535 43693 43776 44196 44559 44613 44721 45909 46048 46648 47746 48593 48977 49076 49316 49596 49872 50257 51045 51236 52178 52977 53452 53474 53483 53818 53999 55168 55979 57641 57701 57723 58141 58246 58386 59218 59444 59718 60584 60868 61278 61281 61461 61701 62180 62401 62416 62675 62859 63748 64156 64290 65418 65487 66041 67192 67553 69185 70123 70963 72285 72641 73542 74409 75497 75755 75815 76200 77499 77823 79206 79980 80172 80494 81645 82626 82950 83514 84905 85755 85951 86430 86447 86870 86952 87090 87747 88634 88828 89302 90680 91096 91273 92241 92298 92621 92749 94532 94616 94670 94678 94753 95049 95797 96324 96511 97672 98093 98335 98523 99079 99312 99866 99891
