Course	Room	Teacher	Time	Students
1	37	348	68	131 266 508 518 554 1003 1951 1969 2024 2043 2290 2614 2909 4100 4698 5078 5488 6275 6585
2	16	188	37	1267 1739 1923 2135 2578 3067 3101 4166 4422 5603 6868
3	9	964	7	124 443 1506 1598 1639 3066 3511 3990 4028 4219 5025 5107 6674
4	9	102	37	218 342 611 2101 2705 2789 3851 4814 4881 5056 5206 5318 6417 6830
5	38	317	94	68 146 537 545 1113 1543 1555 1754 2525 2551 3466 4031 4190 4613 4775 4928 5440 5847 6622 6631
6	2	884	53	309 813 1967 2866 3362 3421 4155 4319 4850 5189 5740
7	32	468	91	167 178 652 890 1125 1151 2697 3153 3226 3277 3539 3865 3986 5568 5820 6171 6606
8	40	120	97	97 143 758 790 847 893 1247 2128 2339 3459 4294 5318 5681 6183
9	40	658	6	516 660 1079 1474 1969 2174 2196 2737 3031 3370 3375 4637 5223 5344 5471
10	13	50	53	1012 1174 1430 1727 2127 3044 4002 4043 4066 4269 4908 5407
11	29	821	58	298 567 1536 1574 1672 2130 2999 4163 4897 4949 5096 6308
12	9	585	32	207 579 654 1357 1784 3006 3650 4736 4817 5302 6228 6384 6513 6544
13	40	51	69	24 419 959 1190 2076 3254 3524 3585 3927 4161 5357 5675 6342 6902
14	38	104	90	45 651 655 1375 1737 1914 1971 2012 2413 3104 3540 3629 3757 3893 4353 4541 4775 4951 5527 5791
15	29	240	56	292 754 944 1497 2974 3593 4279 4437 5083 5433 6328 6557
16	20	95	78	1613 2550 3169 3332 3344 3588 4650 5698 6200
17	38	916	63	154 657 1657 1783 2198 2317 2462 2479 3112 3135 3529 3886 4561 4671 4912 5238 5504 5606 5659 6255 6682
18	32	664	49	12 345 371 451 458 530 1281 1329 1445 2437 2810 3107 3281 3394 3494 4837 5504
19	21	616	40	171 1243 1988 2704 2828 3252 4762 5270 5784 5910 6338 6682 6686
20	37	281	55	76 543 1080 1168 1287 1569 2266 4058 4079 4312 5419 5456 5609 5632 5653 5781 6096 6274 6349
21	20	315	50	765 3606 3698 3863 3864 5184 5330 5363 6226 6787
