Course	Room	Teacher	Time	Students
1	25	275	73	410 598 798 1619 1763 1840 1885 3425 3445 3588 4026 4105 4535 4795 4832 4953 5725 6144 6240 6865 7967 8017 8649 8948 9392
2	25	145	86	685 790 812 848 983 1410 1470 1560 1954 2747 3735 3877 4277 5118 6279 6629 6766 6822 7212 7488 7795 8213 8488 9207 9618
3	29	175	24	83 117 221 434 1970 2814 3018 3172 3284 4818 4833 5125 5278 5610 6463 6505 7559 8132 8283 8288 8735 9167 9855 9934
4	22	609	74	95 418 668 1149 1212 1582 1628 2235 2997 3514 5125 5127 5692 6439 7863 7960 8343 8798 9157
5	25	648	50	192 648 1423 2049 2263 2900 3333 3472 3509 3681 4071 4857 5183 5223 5318 6678 7783 7825 8345 8961 9030 9307 9465 9837
6	10	639	65	398 804 861 892 1834 2261 3487 4739 5089 6687 6733 6738 7126 7680 7764 7920 8432 8619 9099 9938
7	20	81	93	398 516 718 1466 2058 2238 2381 2526 3584 3660 3749 3829 4518 4895 4978 5354 5865 6008 6070 6172 6173 7419 8103 8215 8281 8493
8	22	146	24	930 2022 2343 2721 2838 2930 3003 3037 4263 4508 5167 5561 5641 5775 5948 7865 8141 8452 8769 9944
9	38	135	32	2190 2208 2288 2486 2908 3392 3406 4094 4187 4287 5411 5976 6252 6719 6862 7660 8182 8612 8683
10	34	292	99	1488 1517 3650 3820 3916 3943 4300 5843 6791 7435 7473 7789 8205 8938 9344 9399
11	33	84	67	213 320 993 1214 1521 2337 2515 2518 3057 4285 4355 5103 5219 5442 6372 8693 8855
12	38	909	90	250 2190 3005 3311 4134 5023 5780 6371 6755 7555 8186 8724 9002 9304 9410 9664 9775 9859
13	11	316	51	81 225 1278 1828 1956 1985 2729 2765 2974 4186 4469 4582 4881 5638 5827 6771 7601 7883 9311 9793 9988
14	36	38	84	347 1165 1815 1861 2615 2736 2744 2800 2934 3175 3373 3803 3906 4582 4822 5934 6349 6374 6757 6776 7895 8584 9144
15	9	207	13	29 203 2077 2471 2502 2719 3301 3709 3957 4212 6775 7198 7207 7615 8300 8413 8682 9709
