Course	Room	Teacher	Time	Students
1	1	79	1	
2	1	12	1	
3	843	20	8	2
4	1	97	1	
5	1	97	1	
6	1	91	1	
7	1	74	1	
8	1	88	1	
9	1	7	1	
10	1	39	1	
11	1	41	1	
12	1	85	1	
13	1	43	1	
14	1	30	1	
15	1	74	1	
16	1	52	1	
17	1	86	1	
18	1	68	1	
19	1	16	1	
20	795	1	18	
21	1	73	1	
22	1	45	1	
23	1	50	1	
24	1	89	1	
25	1	58	1	
26	1	98	1	
27	1	57	1	
28	1	78	1	
29	1	86	1	
30	1	16	1	
31	1	7	1	
32	1	29	1	
33	843	39	10	2
34	1	82	1	
35	1	60	1	
36	1	62	1	
37	1	100	1	
38	1	33	1	
39	1	65	1	
40	795	32	4	7
41	795	2	19	
42	1	13	1	
43	1	46	1	
44	795	18	11	9
45	1	44	1	
46	1	36	1	
47	1	46	1	
48	1	33	1	
49	1	12	1	
50	1	17	1	
51	1	61	1	
52	1	44	1	
53	1	83	1	
54	1	98	1	
55	1	17	1	
56	843	1	1	2 3
57	795	85	1	6
58	795	54	13	9
59	1	62	1	
60	795	57	9	8
61	843	30	7	1
62	1	60	1	
63	1	66	1	
64	1	23	1	
65	1	63	1	
66	843	49	3	6 7
67	843	87	5	1
68	1	29	1	
69	1	69	1	
70	1	4	1	
71	843	27	17	5
72	1	67	1	
73	1	53	1	
74	1	32	1	
75	843	67	9	2
76	1	51	1	
77	1	18	1	
78	1	65	1	
79	1	50	1	
80	1	59	1	
81	1	75	1	
82	843	13	19	5
83	1	24	1	
84	1	91	1	
85	1	38	1	
86	1	6	1	
87	1	78	1	
88	843	100	6	1
89	1	10	1	
90	843	53	4	1
91	1	93	1	
92	1	24	1	
93	1	54	1	
94	1	75	1	
95	1	35	1	
96	1	51	1	
97	795	41	5	7
98	1	36	1	
99	1	21	1	
100	1	9	1	
101	1	14	1	
102	1	59	1	
103	1	49	1	
104	1	94	1	
105	1	8	1	
106	1	45	1	
107	1	42	1	
108	1	23	1	
109	1	34	1	
110	1	77	1	
111	1	90	1	
112	1	63	1	
113	1	87	1	
114	795	77	17	10
115	795	27	6	7
116	1	22	1	
117	1	52	1	
118	1	47	1	
119	1	9	1	
120	795	40	16	10
121	795	22	15	10
122	795	47	12	9
123	795	82	10	8
124	1	84	1	
125	1	28	1	
126	843	38	14	4
127	1	25	1	
128	1	83	1	
129	1	70	1	
130	1	31	1	
131	1	4	1	
132	1	15	1	
133	1	72	1	
134	1	84	1	
135	795	2	20	
136	1	21	1	
137	1	71	1	
138	1	40	1	
139	1	43	1	
140	1	93	1	
141	1	99	1	
142	1	73	1	
143	843	35	2	4 10
144	1	71	1	
145	795	42	3	
146	1	80	1	
147	1	19	1	
148	1	58	1	
149	795	81	14	9
150	843	99	12	3
151	1	37	1	
152	1	5	1	
153	1	95	1	
154	843	34	20	5
155	1	76	1	
156	1	72	1	
157	1	70	1	
158	1	88	1	
159	1	56	1	
160	1	19	1	
161	843	89	15	4
162	1	68	1	
163	795	92	7	8
164	1	3	1	
165	1	20	1	
166	843	66	11	3
167	1	31	1	
168	1	92	1	
169	1	69	1	
170	1	3	1	
171	1	8	1	
172	1	94	1	
173	1	11	1	
174	1	61	1	
175	1	6	1	
176	1	37	1	
177	1	11	1	
178	1	28	1	
179	1	48	1	
180	1	48	1	
181	1	81	1	
182	1	90	1	
183	1	25	1	
184	1	80	1	
185	1	26	1	
186	1	56	1	
187	1	96	1	
188	795	76	2	6
189	1	95	1	
190	1	5	1	
191	843	79	16	4
192	1	26	1	
193	843	55	18	5
194	1	55	1	
195	1	96	1	
196	1	14	1	
197	843	10	13	3
198	795	15	8	8
199	1	64	1	
200	1	64	1	
