Course	Room	Teacher	Time	Students
002414	PK229	0697660	11:30 - 13:00 T	32765 747562 852945
002871	PK338	0031416	19:00 - 21:00 T	145931 772218 779081 780735 781191 783208 786993 802127 818349 825743 826099 829397 849022 851112 851310 858752 871255 899419 901732 919158 948568 989401 992186 1001394 1005412 1005427 1009104 1018817 1019212 1025035 1041559 1041981 1053370 1056281 1057261 1057592 1064385 1065196 1065271 1067334 1078508 1080398 1080792 1081006 1081939 1081952 1083627 1084321
005725	TAYF	0031543	19:00 - 21:00 T	805926 904918 913115 914076 915648 967411 973811 986262 987276 989520 991668 991672 1002248 1057004 1065238
001249	DAL204	0706398	11:00 - 12:00 M	419327 768235 769943 770471 809463 813277 818384 827928 828596 829796 833695 857087 915579
003009	DAL100A	0031406	14:00 - 16:00 T	419327 853174 900240 903229 904301 915543 918074 918277 967988 971315 986262 993268 1002729 1007799
005743	PK336	0031392	19:00 - 21:00 M	419327 741632 778307 854345 859310 874063
001190	CARP21	1063511	10:00 - 11:00 M	534728 833511 836904 848150 850690 852455 860532 862176 905954 966077 976244 1076246 1076922 1078819 1079614
008799	DAL204	0031572	13:00 - 14:30 M	576611 657857 680495 739031 751242 830886 836904 897034 908375 911849 915467 986688 999896 1001196
003554	EHI	0599596	10:00 - 11:00 M	603589 807993 912333
002929	TAYE	0695662	19:00 - 21:00 T	634162 852940
002952	PK229	0088906	13:00 - 15:30 TH	634162 769020 801247
004083	PK180	0031578	13:00 - 15:30 TH	751823 777510 782929 784558 790880 805926 829788 830791 830911 849243 852409
001766	PK180	1165592	13:00 - 15:30 M	656863 772735 779276 832653 907150 920248 988544 988631 995269 1018817 1056738
005210	PK336	1020104	8:30 - 10:00 T	656863 746907 823997 885444 890945 1056096
005263	PK338	1167853	13:00 - 14:30 WF	656863 672478 680495 741707 747562 752318 754424 770814 782876 783208 807993 817768 819263 828464 828604 831800 836471 849022 849713 858181 860298 861504 871309 882728 888735 890945 904516 918277 954641 957333 986094 999833 1019827 1057004
008501	PK243	0125630	14:00 - 16:00 T	657857 772032 776956 786698 803579 825478 836904
007032	PK180	0031573	13:00 - 15:30 T	671926 808392 860497 918074 984724 1000750 1007799 1019940 1076299 1076923 1077294 1083431
007365	PK25	0162977	13:00 - 15:30 TH	671926 852608 853988 867125 906447 910403 914076 919158 944831 952443 963413 988245 991120 1002036 1002047 1003128 1004324 1015275 1018271 1019006 1019212 1025533 1030369 1064270 1064385 1067377 1077413 1079268 1079366 1083080 1085061
008766	PK338	0431786	13:00 - 15:30 TH	709543 779081 786093 807767 809463 825616 831413 831548 850690 861690 896036 903917 904680 909240 911775 919283 956475 958984 959189 963528 966077 972633 988100 991769 992744 998323 1000990 1002364 1009729 1013071 1019674 1032929 1036442 1044561 1056270 1056910 1057004 1065781 1068383 1076009 1076246 1080792 1081006 1084187
004817	PK180	1074848	8:30 - 10:00 T	672478 773772 781147 807750 809463 813366 824983 912699 966303 1003476 1005633 1056320 1085324
001565	TAYSEM	0826962	19:00 - 21:00 M	677533 849809 850607 860265 887467 899292 907172 944831 959919 989395 1032769
001567	TH110	0826962	13:00 - 15:30 T	677533 849809 850607 860265 899292 907172 959919 989395 1032769
008459	DAL204	0031333	11:30 - 13:00 T	772032 773502 781527 787430 788849 812632 825990 827928 828068 831798 832171 834472 858864 862176 885910 913989 915589 945635
001842	PK25	0031557	14:00 - 16:00 TH	679831 748713 768585 786916 799016 809224 824872 830280 848150 850564 854345 860204 861391 861815 892458 899636 901409 902371 905540 909662 909692 989590 992616 1003644 1004206 1016793 1034578 1064605 1078680 1084185
003426	PK336	1084371	11:30 - 13:00 T	679831 826099 854235 887398 897911 898872
004824	TAYSEM	1063507	8:30 - 10:00 T	679831 788849 857382 873557 888735 899135 1002036 1046439 1084462
006024	PK338	0301909	8:30 - 10:00 T	699614 781976 789284 812628 818384 827786 851111 909240 909942 911775 915467 945034 945969 987600 991213 992186 995269 998885 1001894 1018857 1020478 1024283 1025522 1025644 1027597 1028249 1029566 1032929 1036027 1036225 1038303 1040045 1045379 1055078 1055290 1055441 1056203 1056217 1056722 1056963 1056980 1058048 1058242 1064045 1064148 1064780 1065142 1065654 1065796 1066335 1066778 1066924 1067460 1067933 1068052 1068109 1068526 1076009 1076922 1078648 1078680 1078819 1078836 1078921 1080149 1080398 1081917 1082799 1082907 1083430 1083431 1084017 1084187
007370	PK229	0826964	13:00 - 15:30 T	699614 865346 912695 1086329
007403	PK180	0031611	14:00 - 16:00 TH	699614 710449 748357 773175 822518 829872 830807 892206 900541 912695 958897
006019	PK229	0856198	14:00 - 16:00 TH	700408 751242
001837	PK338	0409956	11:30 - 13:00 T	701809 772927 789284 795445 828017 852940 854345 861815 862152 868541 883015 903917 904516 906963 908998 911218 911802 911936 912781 915885 917334 919283 920095 952783 954240 954830 958984 959200 960037 966077 966094 966299 970193 970262 972861 986094 987937 988271 988625 989520 992744 993506 999715 1001613 1002047 1003020 1003644 1004733 1006438 1006444 1007348 1010643 1013071 1017832 1019827 1029737 1029787 1045379 1049299 1055441 1056980 1058421 1064605 1066309 1066924 1079771 1082907 1172397
002161	PK338	1083806	13:00 - 14:30 M	701809 711460 786916 848150 862049 901688 903917 904506 906896 912781 917334 918009 919283 920095 945969 946010 951991 952783 954240 954641 958984 959189 960037 960084 966094 972660 972861 988271 988625 992744 993506 993551 1002045 1002767 1003020 1004733 1008925 1016434 1084909 1088180
006847	PK25	0826957	9:00 - 10:00 M	701809 711460 828017 830280 830807 831966 833438 848492 857087 858872 862152 865894 882323 884876 885444 892206 892458 899636 902371 905540 908164 909692 909837 915885 918118 952783 959189 1001613 1016462
008809	PK336	1084529	13:00 - 15:30 TH	707575 825935 908375 915467
008810	PK229	0576472	14:00 - 16:00 T	707575 869575 907493 908375 987243
004889	DAL100A	0672202	19:00 - 21:00 T	709543 741632 742063 778307 779365 810885 825990 828021 828068 858092
007017	TAYF	0031568	9:00 - 10:00 M	709554 814822 836904 870907 909216 945264 1002706 1007799 1007882 1009104 1040818 1083431
007040	DAL204	0162976	13:00 - 14:30 WF	709554 739031 818892 830141 830886 831031 831548 851302 852455 860204 867125 886158 903229 907493 909693 945264
001840	PK25	0168763	19:00 - 21:00 T	710449 773175 779966 820055 824872 828065 830807 833031 833317 847932 848492 870197 873557 892206 892458 900429 901688 903600 909675 918118 945969 952783 959200 960068 966094 972861 993929 1002036 1002045 1002047 1016793 1054176 1082919 1172397
007406	EHI	0031522	11:00 - 12:00 M	710449
001861	TH110	0056992	14:00 - 16:00 T	711460 780528 799016 804193 814593 830700 833438 885444 902371
003002	CARP21	1168270	13:00 - 15:30 T	734613 819263 833368 852455 860298 865667 877028 905453 906206 976318 986262 1003476 1058048 1080792
