Course	Room	Teacher	Time	Students
1	35	403	42	468 836 1059 1666 1824 2698 3235 3462 3672 4053 4338 4505 7068 7149 8092 8720 8945 9018 9794 9807 9860 10039 10111 10949 11281 11313 11348 12118 12693 12834 12938 13638 14267 14480 14692 15660 17341 19396 19538
2	26	739	84	183 987 1077 1145 1634 1897 1910 2029 2185 2350 3918 4039 5116 5245 5284 5702 6418 7243 7528 7862 8373 8709 9247 9471 11729 11866 11912 13397 14430 14920 15196 15712 15762 16410 17059 17776 17811 18263 18549 19049 19896 19941
3	21	659	56	1235 1982 2563 2715 2871 3380 3668 4309 4571 5246 5531 5592 5639 6127 6150 6970 7134 7435 7626 8150 8229 8826 9337 9828 10608 10870 11141 11168 12434 12761 12988 13625 14798 15471 15550 16414 16726 16873 16936 17005 17147 17468 17497 18224 18341 19431
4	2	683	57	528 1366 2026 2570 3172 3278 3547 4726 4903 5221 5970 7211 7493 7645 8699 9509 9952 11273 12481 12623 13033 13368 14747 15246 15704 15905 15924 17044 17365 18339 19673
5	19	220	94	635 1072 1875 2398 2942 3025 3529 3548 4697 4814 5371 6480 6525 7329 7349 10062 10287 10809 11518 12444 12710 13005 13195 14305 14913 14992 15778 16381 17078 17407 17666 18380 18396 19040 19366 19744 19849
6	10	701	23	83 206 237 482 774 812 840 859 1537 1802 3063 3082 3309 3365 3394 3577 3839 3848 4008 4895 5465 5468 5734 6430 6864 7001 7133 7288 7886 8634 10061 10907 11635 11817 12363 12675 13595 14224 14548 15227 16423 17320 17614 17896 18359 18429 18578 18592 19030 19764
7	9	364	52	80 427 1015 1427 2168 3446 3511 3515 4690 5586 5974 6895 8261 8409 10166 10574 11850 11994 12802 13061 13477 14379 15143 15170 15454 15607 15822 15932 16099 16532 17907 18143 19225 19530 19587 19595
8	26	626	66	105 232 574 1154 1178 1935 2293 2548 2684 3470 4164 4224 4508 5727 5859 7468 8027 8443 8475 8553 9886 10438 11206 12186 12454 12711 12759 13308 13404 13569 13675 14221 14412 15290 15431 15643 15921 16966 17026 17211 18942 19828
9	21	602	71	35 405 781 1838 2198 2277 2498 2681 2978 3135 3321 3430 3650 4538 4875 5372 6009 6249 6788 7553 7829 8664 9216 9228 10341 11242 11304 11876 12820 12911 13412 13423 14275 14498 15065 15550 15859 17449 17628 17759 19144 19251 19668
10	26	89	23	591 666 2657 2899 3166 3390 3451 3876 4018 4257 4879 5084 5102 5928 6434 6658 7044 7659 8490 8647 9593 10027 10519 11051 11446 12131 12495 13810 13874 14050 14236 14888 15087 15920 16389 17441 17606 17899 18126 19471 19857 19876
11	21	334	86	109 618 1604 1928 2011 2608 2734 2972 3242 3663 4073 4094 4758 4976 5287 5781 6110 6399 6516 6591 7723 8161 8482 8729 9183 9245 10237 10507 11936 12633 14426 14741 15220 16198 16486 16488 17512 17680 17819 17991 19262 19669 19889
12	35	737	46	497 693 1025 2616 3795 4219 4222 4419 5513 6161 7189 7365 7752 7787 8046 10109 10234 10828 11199 11577 12155 12311 12951 13486 13662 13916 14183 15442 15953 16758 17574 17642 17814 17861 18237 18379 18891 18970 19135
