Course	Room	Teacher	Time	Students
1	30	223	44	527 1532 1774 2162 2506 2932 2980 3125 3413 4048 4146 5694 5959 6736 6928 6990 7247 7570 7623 7858 7907 7913 8077 8120 8242 9766 11476 11551 11757 13161 13173 14382 15168 15437 15591 16823 17029 17157 17991 18347 19251 19701 19965
2	15	151	27	1674 1790 2233 2607 2639 3087 3308 4323 4707 4973 5549 6384 6471 6794 6915 7351 10080 10535 11013 12957 13284 13610 15390 15672 16824 16942 17713 17993 19399 19868 19941
3	29	654	99	6 811 1534 2556 2595 3484 4069 4881 4892 5018 5214 5971 7534 8572 9300 9330 9568 9784 9819 10490 10932 11052 11198 11599 12843 13203 14092 14540 17032 18302 18936 19484 19690 19992
4	29	84	89	1222 2858 3144 3372 3776 4999 5827 6353 7109 7269 9137 9201 9601 9624 11104 11615 11855 12306 13110 13282 13293 13362 14486 14638 14781 14942 15920 16103 16903 17133 17260 17570 18087 18562 19086 19386
5	28	6	12	42 120 461 853 1535 2381 3513 3587 3718 4092 5410 5957 6052 6392 6610 7249 7367 7629 7817 9615 9646 10396 12830 12902 12939 13996 14218 14492 14620 15187 15833 16560 16875 17499 17909 17975 18648 19100 19104 19920 19941
6	30	111	56	627 978 1142 1147 3151 3774 4204 5865 5996 6438 6762 6772 7050 7385 7783 7942 8518 8622 8664 8827 9327 9707 10137 10154 10700 10925 11462 11995 12670 12989 13230 13393 13424 13574 14158 14242 16048 16462 16970 17611 18550 19188
7	40	896	84	706 1450 1616 2848 3534 5889 6096 6949 7680 7794 8623 10596 11313 11428 11835 13470 15002 16150 16264 16279 16285 16791 18495 19696 19960
8	33	581	68	240 585 863 1630 1748 2273 2482 2669 3040 3274 3293 4870 4971 5354 5456 5496 5529 5969 5975 6479 6927 7194 7817 8150 8267 8495 8698 8787 9165 9208 9422 9667 12076 12324 12368 12575 13550 14137 16781 16857 17112 17245 17671 18761 19122
9	33	622	76	322 425 1130 1837 2081 2448 2581 3838 4317 4636 4670 4690 5616 5954 6271 6315 6602 6859 7117 7944 8696 9077 9293 9467 10894 11434 12323 13018 13223 13226 13632 14571 14912 14916 15044 15191 15297 15959 16838 17392 18211 18607 18938 19769 19865 19905
10	7	130	26	503 860 971 3367 3803 5527 6951 7882 7986 8641 9377 9669 9730 9819 11504 11639 12651 13856 14026 14493 15017 15047 15562 15989 16175 16767 16812 17312 17347 17778 17818 18121
11	6	983	36	528 596 607 1480 2036 3186 3265 4196 4340 4474 4602 6046 7032 8031 9047 9411 9646 10042 10304 10910 11341 11581 12000 13115 13289 13483 14712 15006 15041 15514 16321 16844 17708 17950 18467 18691 19834 19870
12	5	14	47	341 446 900 1014 1050 1166 1627 2243 2894 7008 7167 7406 8199 8264 8708 9166 9788 10050 10082 10184 10417 12333 12789 12833 13579 14383 14405 16256 17077 18124 18228 18497 18902 19305
13	4	576	95	29 190 286 415 1366 1432 1451 2067 3399 4055 5292 5579 6024 6372 6491 7104 8050 8283 8916 9660 10299 12531 13244 14685 14854 15623 17202 17313 17733 17843 18141 18241 18528 19793
14	2	968	46	906 1351 2234 2481 2710 3426 3677 4348 4754 5301 5351 5409 5784 5798 6301 6308 7267 7633 8176 8477 8943 9184 9353 9618 9983 10049 10179 10453 10599 10680 11350 11471 11878 12277 12375 12645 13340 13349 13546 13548 13690 13966 14028 14049 14224 14327 15209 16112 17799 18192 18206 19724 19990
15	28	805	38	185 347 672 796 850 2233 2786 3638 5395 5687 5862 6674 7217 8138 8428 8535 8664 8845 9097 9565 9850 10063 10726 11284 11758 12086 12536 12540 12676 14318 14762 15120 15497 16128 16365 16927 17188 17384 17531 18214 18949
16	15	652	93	250 320 964 1028 1380 1889 2918 3396 3867 5107 5541 5602 8262 8920 8945 9592 10639 11411 12992 14006 14452 14720 15330 15905 16154 17023 17515 18321 18755 19704
17	33	120	90	561 2017 2428 3031 3181 3200 3300 3563 5374 5641 5670 6431 7223 7271 8078 8162 8435 8868 9003 9209 9770 9985 10647 11005 11509 11745 11999 12047 12138 12612 13659 14037 14073 14153 14439 15195 15336 15577 15954 16171 16391 17848 19094 19116 19149 19220 19271
18	40	732	17	19 73 1447 1845 2903 3553 3821 3956 4411 4536 5441 6288 6748 7668 8249 8607 9605 10008 10864 10888 12149 12216 12331 12661 13967 15412 16553 17786 19685
19	22	402	37	310 2149 2847 2876 3466 4164 4837 5729 6078 7811 7893 8159 8467 8821 8991 10445 10526 10913 10916 11080 11554 12807 12990 13650 13704 14196 14808 15001 15187 15923 16635 17183 17248 18306 19398
