Course	Room	Teacher	Time	Students
1	4	202	57	782 855 2758 2802 2923 3225 3295 3904 5107 5163 5463 6553 6656 6673 7051 7428 7847 9566 9822 10377 10846 11294 11381 12956 13021 13161 14163 14976 15896 15984 16338 16436 16638 16858 18509 18975 19538 19787
2	17	638	65	1268 1643 1739 1787 2490 3250 3896 3954 4235 4376 4736 5327 5386 6113 6257 7612 7997 8074 8933 9987 10044 10818 11233 11493 11495 11593 11990 12662 12855 13153 13225 13406 13623 14845 15052 15199 15456 16177 16571 17295 17461 17514 17782 18676 19929
3	21	127	35	465 2254 2445 3223 3226 3243 3769 3982 4424 4453 4505 5782 5841 6170 6827 6949 7200 7231 7323 9033 9154 9277 9563 11203 12820 13303 13882 14848 15037 15281 15392 15547 15932 16515 16571 16825 16974 17504 17911 18001 19238 19647
4	3	165	90	505 1056 1096 1479 2109 2520 3890 3898 4236 5199 5306 5856 7751 8822 9528 9618 9772 10755 11449 12456 12502 12614 13182 14047 15751 16402 18542 19017 19690 19759
5	27	238	60	137 440 1403 1574 1745 2481 2928 3390 4049 5815 6356 6629 7477 9128 9565 9936 9937 10110 11773 12381 12547 12683 14017 14108 14458 14646 15220 15469 15688 16332 16440 16733 18011 18201 19688 19964
6	2	667	90	2062 3134 3652 3662 3855 3965 4237 4334 4897 5542 6753 7205 7813 9303 9413 9554 12249 13785 14603 14842 14994 15309 15347 15971 16247 16267 16799 17082 17724 17793 17827 18670 19968
7	6	701	27	43 160 496 834 1280 1285 2073 2187 2245 2959 4645 5537 6204 6228 6626 6638 6875 6974 7911 9344 9689 9888 9950 10671 10871 11078 11576 11730 11907 12926 13952 15382 15655 16210 16398 16599 16816 17011 17387 17590 17901 17978 18248 18391 18624 19188
8	6	353	79	652 945 1055 1332 2814 2988 4033 4224 4647 4748 5769 7336 7668 7826 8299 8775 8776 8996 9447 10073 10416 10468 10869 11439 12308 13104 13279 13285 13545 13877 13975 14003 14459 15258 15963 16249 16312 16321 16447 17376 17459 18299 18417 19101 19388 19704 19931
9	4	730	22	386 608 614 1357 1633 2535 3153 4042 4674 4946 5292 5348 5931 6160 8276 8455 8677 8937 10184 10304 10672 11246 11385 11808 13856 14320 14991 15510 16484 16654 17312 18205 18240 18458 18492 18709 18846 19210
10	31	796	90	427 668 1855 1937 2301 3592 3875 4209 4566 4915 5815 6255 6390 6674 7342 9160 10234 10447 10673 10995 12907 13939 14132 14419 14513 14837 14955 15619 15715 16009 16804 17421 17514 17674 18356 18965 19330 19363 19453
11	2	478	27	2 50 118 1458 1729 1954 3215 3808 4335 5669 5792 6106 7252 7279 7371 8740 9626 9997 10603 10604 10690 11630 11833 11946 12265 13032 14483 14544 15493 17400 18684 19317 19820
12	27	195	68	183 217 363 643 1088 1207 2362 2454 3494 3961 4247 4266 4345 5437 7755 7795 8064 8696 8927 10400 11186 12499 12966 15327 15411 15780 15978 16001 16084 16467 17017 17513 17910 19154 19285 19869
13	31	702	54	181 407 564 1216 1624 1636 1954 2571 2753 3606 4688 6108 6162 6509 7514 7843 8182 8252 8435 10141 10876 11514 11745 12369 12786 13136 13219 13289 13389 13949 14059 14565 14956 15602 15829 16181 17036 17659 18565 18904
14	14	83	31	961 1430 2527 2742 3051 4528 4753 4760 5445 6304 6476 6734 6860 7079 7442 7663 7705 8350 8668 9224 10212 11309 11741 11775 12321 12600 12677 13479 13482 13734 14173 14614 14685 15219 17170 17362 17367 18788 19203 19448
