Course	Room	Teacher	Time	Students
1	14	777	7	1400 2160 2197 3096 3648 4930 5100 5118 5211 5264 5826 6392 7178 7462 8079 8542 9886 10210 10402 10429 11257 12067 13458 13484 13874 14441 14461 15839 16004 16234 17641 17940 18071 18149 18483 19512
2	15	66	50	222 2374 3103 3336 3590 3607 4070 4361 4541 5195 5682 5805 6325 6713 6763 8038 8127 8384 8819 9843 10524 11062 11623 11706 12065 12508 12985 14051 14068 14073 15129 15827 16071 16895 17147 17491 18286 18453 18627 19122 19297 19415
3	12	225	53	1649 1863 1872 2379 4227 4930 5424 7369 7749 7839 7881 8177 8470 9131 9590 10126 10430 10466 10830 11204 11403 11471 12200 13686 14831 15294 15457 16249 16926 17063 19107 19842 19921
4	17	538	27	200 344 436 1401 1590 2573 2679 2736 3450 3585 4304 4389 4432 4624 4838 5234 5394 5634 7284 7806 8235 9208 9572 9796 9847 10453 10945 11749 11827 12286 14954 15789 16928 17386 17587 17771 17773 17990 18429 18490 18510 18901 18951 19110 19772
5	2	90	95	530 781 821 860 1283 1594 1681 2101 2113 2313 2832 3592 3754 4092 4296 4631 5214 5275 5801 6168 6234 6758 7383 7617 8130 8285 8367 8920 9108 9758 10724 11059 11521 12178 13258 13731 13896 14527 14756 14766 15321 15621 15670 17006 17657 18834 19081 19301 19428 19822
6	18	473	54	1438 1850 2065 4252 4396 4804 5568 5887 6196 6304 6909 6946 7606 8426 8799 8849 9587 11523 11892 11938 12411 12467 12519 14353 15412 16114 16126 16456 16582 16821 16863 16998 17762 17855 18289 18310 18469 18850
7	3	361	12	1092 1719 2636 3598 3814 4490 6110 6261 6663 8678 9624 11133 11987 12722 13297 13503 13651 13749 14755 14763 15423 15553 15647 15703 16046 16112 17968 18355 18541 18960 19124 19224
8	20	103	44	99 809 1123 1876 1877 2257 2525 3464 4147 4205 4579 4626 5528 6038 7234 7249 7875 8063 8756 9157 9489 10026 10190 10359 10738 10964 11151 11475 13161 13809 13954 14235 14330 14456 15230 16685 16729 18825 18970 19355 19612
9	19	401	88	284 430 907 1200 1208 1375 2014 2129 2310 2474 3437 3558 4014 4524 5034 5223 5659 6984 7345 7553 7734 8760 9109 9275 9652 9655 9843 10143 11020 11420 11865 12291 12452 12539 14117 14332 14466 15360 15910 16310 16821 16861 18262 18950 19513 19915 19961
10	18	81	20	571 774 985 2118 2237 2325 3481 5114 5285 7832 7884 9819 9828 10812 11311 11340 11473 12268 12420 12699 13169 13634 14167 14369 14575 14999 15357 15390 15575 16216 16470 16493 17029 17296 17663 17747 19762 19927
11	20	306	72	299 592 1112 1289 2048 3279 3389 3979 4112 4886 5071 6092 6572 6685 7615 8547 8858 9256 10119 10618 11077 12312 12449 12819 12855 13708 13781 13821 14295 14844 15094 15578 15699 15749 16837 17298 18431 18509 19398 19608 19934
12	15	280	28	96 145 779 887 1335 1727 1883 2199 3008 3536 5119 6257 6482 6488 6576 6592 7543 8489 8819 9354 10324 10715 12809 12856 13583 14337 14662 14965 15186 16764 17105 17381 17591 17669 17965 18102 18120 18292 18298 18415 19748 19950
13	1	706	54	71 185 403 523 1006 1213 4040 5263 5344 5517 5890 6023 6111 6298 7524 7671 7954 10059 10850 11117 11301 12864 12928 13030 13537 13754 13818 15307 15400 16508 17488 17492 17663 17692 19102 19207 19278 19543
