Course	Room	Teacher	Time	Students
1	14	5	94	82 396 1146 1236 1338 2907 3252 4753 5356 5930 6018 6479 6528 6959 6972 7048 7319 7361 9815 9887 9934 10299 11728 11824 12179 12464 14905 15589 16138 16954 17016 17154 17361 17673 17949 18469 18631 19997
2	8	216	43	25 682 878 909 2372 4329 4533 4905 5055 5668 6901 6911 8002 8149 8351 8477 9249 9369 9746 9802 9943 10304 11852 12574 13148 13213 13522 13680 13755 13802 14003 14338 15498 15654 15752 15753 15796 15891 16214 17539 17622 18508 18756 19066 19407 19492 19622
3	8	497	70	456 631 1446 2423 3664 3994 4257 4718 5343 6440 6585 6913 7475 7759 7814 8004 8075 8117 8986 9381 9565 9644 9949 10420 11002 11254 11801 11938 12472 12570 12969 12998 13892 14216 15016 15273 15811 15924 16304 17484 17755 17998 18027 18658 18663 19368 19709
4	33	968	76	873 2494 2553 3374 3568 3867 4791 5151 6204 8325 8340 8778 10240 11548 12047 12049 12152 12265 12439 12701 12849 13292 13642 13979 14065 14079 14411 14650 14813 14821 14911 15044 15619 16339 16787 17504 17513 17794 17808 18205 18266 18592 18685 18703 18771 19421 19458 19492 19788 20000
5	29	606	56	813 2004 2436 3910 4331 5320 5517 6585 6835 9535 9788 11633 11702 11819 12179 12987 13218 13417 13873 13929 13932 15690 15858 15907 16262 16571 16973 17341 17927 18314
6	22	375	68	1204 1521 1642 1684 2628 3365 3484 3564 3937 4657 5578 5883 6455 7738 8059 8147 8361 8709 9229 9303 10277 10521 11100 11124 11282 11447 12100 12672 13460 13935 13957 15464 15605 16268 16397 16493 16502 16570 16656 16961 17107 18246 18461 19162
7	8	522	5	74 135 431 516 665 837 2071 2930 2973 3312 3346 3873 4446 4592 6060 6062 6458 6526 6909 7360 8711 9020 9066 9941 10822 10982 11005 11273 11427 12278 13324 13631 13776 14191 14340 14355 14794 15086 15483 16163 16256 16780 16831 17026 17354 17694 18041 19551
8	20	846	43	315 724 1498 1566 1596 2757 2799 3125 3759 4084 4683 5067 5720 5849 6588 7332 8171 8487 9039 9712 9776 10462 11324 11747 12036 12428 12810 13610 13675 14752 14806 15389 15867 16091 16571 16607 16870 17810 17849 17870 19268 19665 19943
9	12	877	46	279 717 862 1943 3350 4195 5308 5664 5673 5773 5824 6887 7284 9294 9344 10371 10418 10436 10858 11270 11435 11503 11802 12217 12269 12439 12987 13062 14399 14473 14919 15087 15520 15851 16029 17944 18219 18966 18995 19273
10	12	267	45	258 771 1645 2769 4001 4757 5168 5271 5275 6260 6350 6558 7612 8004 8152 8672 8967 9065 9072 9205 10423 11364 11776 11852 11950 11993 12382 12548 12704 13450 13949 13978 13992 15810 16251 16256 16506 17283 18804 19427 19959
11	19	600	50	306 675 1187 1210 1570 2246 2413 2579 3506 4081 4477 5059 5062 5274 7968 7993 8645 8923 9499 10147 10684 10785 11142 12519 12636 13428 13549 15760 16732 16831 17628 18464 18566 19332 19387 19578
12	19	344	18	40 1588 2305 2771 2881 3567 4118 4301 4891 4892 4952 5329 5612 6080 6564 7653 7873 8164 8609 10069 10252 10619 10985 11387 11467 11845 12849 14428 15112 15721 15832 16091 17011 17633 19073 19385
13	26	488	58	360 624 1326 1663 1785 2161 2887 3245 3973 4164 4751 4778 5480 5537 6502 6823 7558 9482 9499 10045 10055 10149 10328 10681 10881 11452 11643 12454 12998 13589 13637 13775 15476 15530 15804 16192 16968 16984 17073 17980 19166 19180 19398 19594
14	21	475	1	1006 1823 2126 2159 2338 2346 2431 2822 2985 3113 3636 4523 5835 6096 6692 6898 7327 7604 8768 9054 9958 10576 11125 11457 11812 12194 12465 12572 15467 15509 16427 16645 17486 18581 19471
15	11	197	39	157 343 1155 1303 1623 1707 1835 2314 2422 2794 3889 4330 4542 4551 5749 5760 5905 5927 5964 6257 6451 7132 7844 9908 10566 12205 12431 13468 13617 15131 15434 16674 16709 17347 17563 19804
16	33	486	58	149 860 2697 3239 3474 3826 4160 5142 5229 5732 5844 6023 6563 6959 7083 7207 7554 7597 7784 7858 8062 8142 8514 9012 9322 10238 10290 10494 11505 11571 11908 11979 12129 12299 12303 13253 15309 15362 15814 16218 16377 16431 16790 17051 17471 17588 18281 18582 19172 19659 19954
17	3	178	11	451 894 1756 1779 2400 3823 4753 6302 6720 6809 7587 7709 8007 8635 8734 8890 9658 9986 11004 11116 11376 11440 12562 13453 14868 15120 15121 15312 15348 15642 15683 16237 16375 16497 17030 17617 17748 18294 19115 19983
18	12	447	31	167 1836 2916 3033 3346 3348 3452 3857 5391 5963 6004 6859 6939 7446 7517 7669 8511 8769 8791 9035 9208 10283 10411 11309 11435 12647 13100 13218 14208 14235 14856 15062 15403 15489 16111 16167 17064 17769 18314 18535 19255
19	11	40	55	248 445 653 928 1347 2474 2683 2739 2984 4297 5126 6852 7340 8951 8997 9196 9380 9422 10035 10217 11026 11548 11574 11854 12596 12732 12949 14680 15959 15967 16065 16304 17437 17633 17846 18327 19066
20	21	108	64	397 1055 1086 1342 1355 3250 4006 5192 5222 5362 5839 6076 6441 6574 7213 7929 8857 9284 9426 11465 11645 12055 13385 15547 15623 16488 16618 17693 18043 18058 18175 18184 19565 19640 19716
21	4	701	100	2415 2771 2783 2999 3101 3753 3772 3792 4908 5084 5246 5564 5674 6882 7270 7438 8076 8275 8516 9286 10808 11730 13138 13722 14012 14565 14918 16151 16424 16751 16837 16959 18375 18763 19154 19574 19672 19886
22	19	499	69	444 1553 2010 2464 2960 3126 4541 4694 5068 6075 6223 6705 9341 9491 9661 10406 10797 11342 11514 11715 11858 12016 12267 12937 14293 14458 16232 16299 16349 16454 16879 16904 17761 18806 19062 19675
23	28	183	79	263 444 462 671 1372 1506 1937 1941 2033 3478 3885 4561 4873 5436 5754 5838 5851 6721 8009 8474 8824 8902 9500 9758 9869 9935 10352 10871 10883 12014 13108 13348 13734 13860 14143 14380 14449 14787 14913 15116 15653 15729 15893 17994 18299 19659 19719
24	20	301	39	297 660 725 946 954 1885 2357 2518 3780 4186 4665 4871 5374 5382 5902 6827 7071 7390 7751 7978 8214 8969 9330 9520 9782 10609 10698 11037 11229 11797 12229 12497 13546 13569 13820 15045 15395 16374 17083 17260 17292 18820 19032 19203 19784
25	8	784	15	180 791 824 2116 2842 3547 4028 4150 6045 6559 7045 7919 8052 8650 9368 9419 9585 10371 10415 11086 11229 11392 11853 12155 12250 12888 13241 13819 15264 15331 15344 15418 15470 15503 15593 16051 16116 16778 16965 17010 17273 17938 18208 18336 18683 19080 19189 19799 19971
26	26	279	65	477 480 1334 1775 2219 2426 4050 4208 4371 5373 6213 6817 7732 8624 8949 9245 9293 9556 9893 10190 10274 10684 11195 11849 12440 12671 13074 13481 13791 13859 14317 14476 14666 15079 15491 15636 15754 16646 16843 17011 17580 19642 19951
27	19	358	88	751 1019 1056 1491 2177 2259 2278 3519 3840 4406 4563 4953 5637 5986 6251 6786 6851 7098 7311 7701 7989 9197 9746 9882 10513 10880 11669 13144 14014 14286 16150 18839 19159 19355 19904 19988
28	34	758	31	879 1085 1492 2060 3708 5064 5746 6274 6892 7332 7598 7817 7847 11550 11868 11914 12041 12286 12399 13123 13634 14029 15200 15782 16792 18075 18459 19852
