Course	Room	Teacher	Time	Students
1	19	622	46	608 682 1853 1973 2094 2116 3303 3938 4350 5895 6252 6284 6320 6479 6886 7779 8414 9352 10260 10579 10901 11297 11460 11634 12147 12469 12496 12651 13391 14582 14761 15228 15256 15736 17731 17825 17882 18335 18712
2	35	314	8	147 1356 1951 2470 3793 4052 5311 5627 7446 7823 8451 9081 10120 10856 10906 11233 11362 11566 11796 12040 12487 12715 12990 13574 13797 14040 14506 15129 15232 15877 15985 16338 16496 16844 17745 18291 18693 19996
3	34	893	3	35 621 1539 2335 2346 3083 3540 4471 5726 8140 8611 9114 9430 10110 10884 11530 12308 12661 13012 13267 13857 14477 14608 14962 15085 15266 15626 16118 16727 17379 17484 17526 17952 18376
4	34	63	48	464 693 1594 3307 3370 3420 4524 4595 6010 6215 6768 7126 7364 8483 9006 10949 11019 11247 12148 12791 12932 13019 13468 13740 14568 14647 14921 14990 16228 17258 18326 19691 19774 19876
5	1	566	25	42 267 420 2294 3594 3892 4550 6274 7207 8360 8606 8735 9224 10164 10285 10354 10485 11234 13466 13511 13639 14100 15475 15606 16724 17096 17173 17285 18130 18208 18342 19225 19452 19951
6	29	840	7	252 581 623 2669 3451 4231 5184 5410 6069 6667 7974 8026 8475 9060 9836 11063 11377 11797 12571 12789 13166 13482 13946 15014 15462 15745 15910 16073 16517 16710 17390 18093 18557 19062 19697
7	35	103	35	351 731 1179 1880 1961 2424 2472 3144 3919 4169 4506 4627 4705 5062 5112 5657 5825 6717 6878 7398 7923 9228 10977 11273 11543 11968 14740 15115 15580 15758 16047 16646 17713 18598 18640 18864 19037
8	27	553	26	92 713 783 1924 2086 2494 4840 5707 8105 8277 8739 9163 9648 9662 9666 10580 11011 11093 11361 11774 12793 13013 13290 13659 15444 15677 17483 17756 18481 18524 19204 19357 19602
9	13	789	21	223 763 1918 2212 2386 2702 2978 3587 4183 4391 4430 5243 5736 6786 8045 8911 8969 9159 9459 9597 11008 11141 12034 12439 12802 13575 14107 14678 14841 15330 15777 16037 17894 18487 18640 19349
10	34	714	11	110 1402 1491 1549 1604 2367 2665 2677 3456 5470 6905 7763 8549 9031 9923 9971 10087 10526 10895 11080 11242 11483 11661 12207 12954 13054 13247 13666 14731 15267 16249 17151 17472 17818
11	28	259	59	279 441 1419 1823 1958 2116 2912 2970 3391 3692 6580 6634 6667 6830 6895 7444 7638 8728 8731 9814 9954 10586 10588 11207 11527 12275 12286 13661 14006 14018 14117 14168 15052 15258 15625 15743 15827 16115 16272 16408 16529 16932 16997 17431 17574 18218 19238 19314 19929 19981
12	15	277	32	423 570 1025 1270 1734 2030 2121 2531 2619 3798 4031 4437 5008 5504 6424 6733 6753 7432 7574 8085 8378 8444 8842 9043 10561 10633 11210 11597 11786 11872 11960 12043 13134 16581 17716 17800 17832 18290 18670 18687 18809 18969 19646 19936
13	31	207	8	379 790 1156 2833 3212 3374 3804 4380 5835 5972 7227 7806 8041 8263 8516 8877 9565 9756 9784 11901 12065 12696 13918 14334 14362 14384 14943 15542 15553 16663 16961 17548 18234 19410
14	21	599	60	149 186 597 1934 2318 2325 2347 2867 3433 4811 4855 5682 6082 6181 6630 7299 7622 7923 8425 8444 8902 9670 9989 10752 11004 11122 12110 13394 13938 14738 14903 15153 15796 16721 16860 17705 17879 18504 18593 19517 19928
15	38	608	7	1345 2244 2635 3782 3866 3915 4433 5198 5240 5269 5522 5621 5656 6191 6342 6455 6723 6805 7173 7572 7659 8893 9971 10258 10326 10523 10912 10958 11392 11428 11549 12605 12673 13181 13269 13321 13781 13873 14401 14497 14576 14728 15074 15379 15517 15624 15656 15741 16384 17322 17960 18000 18904 18975 19671 19719
16	20	470	56	406 1034 1619 1829 3472 4177 5114 5470 7043 7958 8467 8726 9245 9255 9567 10623 10792 10905 12302 12993 14135 14240 14929 16380 17049 17075 17840 18861 18944
17	30	448	38	316 1101 1510 2056 2255 2493 2903 2981 4129 4779 5423 5863 6378 6605 7099 8823 10795 10966 11573 11795 11837 11994 12155 12507 14065 14710 14893 15708 16463 16657 16664 17092 17313 17339 17353 18144 18327 19529
18	29	84	17	339 900 970 1110 1231 1350 1809 1810 1998 2016 3760 3883 4712 5595 5943 6019 6162 7301 7719 7735 8683 9403 9887 12387 12729 12788 13152 15168 15452 15800 17365 18823 18965 19109 19789
19	31	761	23	619 684 854 2257 2601 2913 3031 3247 3525 3884 4265 5289 6456 6473 7578 7608 7891 9050 10280 10589 10603 10733 11666 11859 12820 13538 14759 14953 16764 17113 18015 18184 18318 18403
20	29	869	48	623 632 685 766 1027 2398 2584 2968 3584 3673 4414 5048 5325 5645 6258 7258 7431 8921 8980 9710 11409 11544 12504 13576 13577 13735 14672 14793 15726 16928 18236 18399 18452 19301 19392 19967
21	31	714	30	753 1499 1552 1865 2818 5108 5148 5333 5509 6431 6544 6704 6911 10555 10568 11869 12157 12250 12487 12632 12885 12961 13401 13527 13653 14873 14925 15672 15684 16269 17663 18103 18421 19350 19760
22	23	618	27	121 473 805 952 2807 3080 3178 3903 4306 5002 7056 7373 7536 8579 8592 8983 9416 10161 11516 11544 11551 13217 13409 15084 15542 16243 16282 16376 16748 19905
23	22	566	13	1367 2477 2549 2843 3689 3957 4944 4948 5387 5789 7537 7972 7994 8090 8348 8668 10499 10648 11969 12011 12021 12372 12724 12810 13082 13118 13864 14777 15250 16183 16868 17686 17867 18035 18536 19044 19174 19501 19767 19874 19882
24	15	176	37	537 866 1190 1586 1810 2392 3157 3419 3927 5366 5864 6735 7471 7626 7873 8052 8212 8587 9380 9419 9823 9949 10567 10615 10801 10837 11706 12256 13672 13806 14038 14255 14265 14529 16053 16111 16187 16200 17046 17541 17992 18326 18579 19693 19772 19894
25	4	827	31	253 500 745 1119 1402 1692 1970 2052 2672 2896 2962 2999 3826 3834 4018 4203 4427 4606 5088 5186 5732 6763 7573 9689 10692 11124 11129 12151 13339 14987 15052 15463 15865 16684 17263 17784 18304 18953 19214 19525 19657 19755
26	37	992	23	1159 2045 4654 4699 5250 5398 5623 5696 6754 6764 7471 7938 8818 9123 9259 10147 11028 11031 11093 11100 11380 11627 11941 12875 13703 14968 15715 16345 16573 17621 17958 18748 18913 18946 19345 19560
27	17	987	57	793 1051 2035 2635 2701 3965 4226 4554 4852 5045 5630 5879 6346 6748 7618 8284 9061 9417 9923 10044 10213 10401 10876 11178 11366 12541 12567 12652 12657 12907 13344 14689 14974 15114 15182 15324 15914 16352 16524 19604 19677 19678
28	8	635	9	1343 1931 2203 3025 4217 4250 5472 5520 5997 7506 8364 8614 8882 9831 10106 10117 10589 11903 13416 13905 14990 15032 16918 19918
29	16	408	52	249 758 1624 1649 1950 1974 2364 3948 4165 5353 5568 6206 6266 7855 9829 9879 9903 9913 10115 10159 12248 12494 13204 14263 14966 16697 17164 17338 18636 18785 18946 19930
30	19	415	57	2548 2792 2968 3588 3734 3817 4101 5352 5523 5718 6360 6676 6957 7898 8029 8297 8686 8895 9349 9666 10665 10699 11004 11009 11789 12126 12460 12569 12685 14322 15299 16896 17826 19003 19462 19505 19634 19726
31	34	505	8	62 563 627 682 2852 2968 3095 3968 3999 4107 4252 4350 4605 4658 4862 5183 6495 6969 9694 10282 10306 10846 11896 12349 12576 13109 13445 14993 16056 17715 17738 17990 18398
32	34	394	60	782 1059 1095 1642 1676 1775 1844 1875 1914 1925 2204 2421 2718 2971 3119 3520 4029 5337 6117 7895 8868 10201 11777 12492 13143 13460 13559 14420 16605 16945 17158 18627 19514
33	9	309	3	1086 1324 2298 3358 3559 3648 3934 4038 4047 6106 7021 7052 7091 7714 7757 8093 8861 9649 10909 11325 11708 11876 12110 12471 12815 13024 13338 13582 13748 14532 14666 15063 15123 15204 15383 15952 16221 17124 17384 17596 18456
34	7	43	38	2288 2836 3240 3518 4088 5303 5412 6339 7061 7118 7907 7933 8955 9960 10334 10473 10548 10971 12088 12294 13198 13494 13531 13915 13982 14139 14864 16444 16655 17039 17564 17599 17921 17977 18155 18223 19057
35	16	90	7	776 853 1135 1201 2340 2572 4299 4487 5483 7095 7666 7679 7875 8805 9746 9847 9928 10806 11233 11384 12124 12805 12853 13092 16451 17258 17635 18056 18527 19029 19615 19989
36	30	126	34	297 458 1044 1235 2599 3335 3424 4205 4475 4524 6516 6728 7075 7199 7235 7326 7369 7396 8118 8917 10767 10952 11352 11719 12304 12817 12836 14931 15388 16054 16155 16480 17177 17423 17599 17600 19757
37	14	230	25	1057 1097 1218 2100 2186 2243 2547 2675 2943 3141 4280 5426 5851 6079 6735 7447 7804 8172 8301 8385 8398 8422 8622 9168 9754 10782 11461 11565 11658 11973 12792 13153 14889 15337 16003 16860 17146 17465 17806 18271 18375 18620 18712 19261
38	20	283	33	2542 4470 4931 5680 6185 6990 7759 8195 8576 10810 10962 12526 12701 12725 13274 13350 13881 14485 15167 15239 15780 15918 15928 16101 16178 16347 16502 18420 18477 19255 19298
39	11	70	14	125 210 353 513 1495 2738 2854 3769 4364 4824 4861 5242 5714 5775 6000 6719 7049 7088 7631 7886 7974 8191 9037 9395 11214 11357 12313 12358 13156 13859 13872 14514 14706 15362 15548 16000 16001 16139 16149 16779 17223 17293 17968 19011 19108
40	9	78	45	154 215 419 464 622 1245 1640 2708 2828 3106 4149 4590 5582 6529 7615 7735 7886 7986 8817 9162 9528 9936 10088 10114 10397 10539 10611 11415 12339 12360 13477 13970 13985 14102 15333 15583 16929 16936 19019 19344
41	5	241	36	218 254 459 835 922 1305 1332 1460 1783 2135 2525 2630 3553 5262 6645 6684 7242 7626 8140 8821 8874 10033 10279 10296 10423 11027 11726 11803 12376 12438 12512 12566 12674 13077 13258 13324 13591 14146 14388 15447 15846 15901 16374 16686 17053 17449 18175 18774 19152
42	11	938	47	466 657 962 978 1128 2269 2758 3824 3984 4253 4743 5188 5358 6656 6694 6911 7744 8015 8075 8345 9622 9819 9924 11095 11237 11502 11588 11653 11710 12071 12583 13030 13744 14399 15888 16639 16728 17843 17911 18080 18181 18814 19051 19886 19899
43	5	886	41	275 726 1174 1222 1231 1352 1491 1832 1982 2063 2178 2713 3073 3085 3832 4498 4601 4809 4877 5917 6217 6927 7361 7445 7712 8082 8107 8127 8435 9553 9962 10684 10812 11311 11414 11721 12245 12438 12708 13780 14581 16124 17056 17113 17735 17801 18293 18772 19047
44	14	493	24	945 1389 2202 2573 2581 2594 3217 3471 3503 3581 3860 4445 5270 5415 5836 6614 8960 9260 9630 10591 10704 11846 12012 12086 14071 14691 15038 15196 15613 16224 16387 16406 16637 17793 17852 18031 18305 18482 18656 19154 19571 19821
45	38	2	41	239 560 1199 2473 2820 3033 3817 3979 5578 6010 6134 6627 6872 7158 7164 7756 7810 8356 8826 9347 9501 10723 10872 11291 11820 12081 12083 12845 13071 13091 13196 13602 15079 15299 16621 17038 17161 17542 17606 17702 17919 17938 18002 18082 18190 18683 19191 19331 19338 19397 19494 19790
46	40	263	49	41 318 926 1017 1110 1801 2260 3836 5172 6149 6447 7169 8247 8294 8997 9483 9901 9980 10809 11428 12264 12684 13311 13387 13457 13641 15054 16029 16081 16547 16917 17410 17479 17669 19922
47	19	720	3	234 1703 1743 2227 2390 2411 2544 2973 3058 3278 3454 4087 6180 7155 7292 9241 10152 10336 10585 10668 11410 11731 11939 12303 12646 12806 12810 13359 13426 14347 14423 14594 14829 16486 17073 17905 18064 18630 18845 19174
48	31	234	56	17 364 1115 1572 2491 2751 4124 4992 5189 5837 6004 6299 6835 10329 11028 11396 12328 13242 13919 14512 14859 14900 15993 17040 17065 18159 18420 18702 18818 18847 18964 19217
49	5	201	33	155 1042 1093 1326 1327 1566 1794 2507 2877 3065 3564 3647 5047 6497 7805 8176 8474 9359 9659 9911 9953 10189 10310 10321 10631 10697 10830 11455 12059 12942 13873 14454 14486 15055 15350 15375 15662 16202 16548 16625 17053 17091 17954 18027 18046 18273 18278 18675 19108
50	19	725	37	503 1754 2802 3932 5116 6350 6864 9122 9276 9580 9872 9890 9926 10708 10852 11200 11424 12242 12842 13102 13129 13925 13977 14218 14381 14415 14803 14938 15329 16311 17262 17487 17914 17930 18098 18186 18613 19853
51	12	750	49	316 526 1056 1253 1664 2388 2994 3372 3832 4434 4462 4816 4948 5013 6820 7552 7782 8157 9094 9188 9202 9470 10563 10743 10746 12168 12612 13185 13329 13742 14848 16892 16971 17636 18150 18477 18624 19559
52	31	750	16	466 700 703 1376 1535 1935 3382 3439 3645 3812 3829 5225 5638 5849 7087 7145 7514 9833 10199 10216 10363 12121 13135 13330 13809 14150 14474 15166 15401 15660 16277 16818 16963 17610 19834
53	24	117	13	37 321 601 743 843 997 1001 2149 2727 2886 3062 3305 4798 5176 5539 6060 6308 6953 7077 7964 8185 8263 8399 8426 9229 10476 10777 10895 11692 11891 11940 12541 14513 14688 14738 14837 14940 15450 15489 15920 15993 16310 17685 18322 18783 18885 19794
54	21	984	5	991 3232 3265 3313 3512 3947 4162 4309 4977 5460 5842 6474 6795 7676 7757 7949 8299 8389 8455 8791 8871 9525 9535 9560 9813 9895 10839 11231 11257 13220 14419 16212 16286 16450 16615 16936 17487 17884 18357 18420 18912 19553
55	5	211	15	630 905 1675 2046 2391 2584 2755 2806 2811 3895 4881 5990 6881 7516 7767 8149 8456 8511 9078 9847 10061 10244 10911 11018 11099 11835 11928 12149 12781 12981 13000 13068 13110 13115 14022 14142 14231 14378 14449 14861 15928 15998 16145 16258 16483 16978 18184 18871 19104
56	9	396	2	1056 1550 2357 4027 5301 5684 6543 7434 7493 7947 8077 8690 9203 9361 9923 10264 10435 10448 11542 12283 12855 12887 13219 13462 13595 14004 14207 14296 14919 15187 15323 15756 15848 15932 17829 18121 18162 19266 19298 19517
57	8	671	12	236 4933 7843 8253 10596 10680 10768 10830 10888 10933 11151 12304 13959 14453 14535 14966 15275 15360 15615 16524 17020 17936 19083 19998
58	34	641	42	417 733 981 1000 1312 2755 3053 3513 4417 4853 6046 8795 8957 9268 11015 11613 12223 12426 13040 13389 13513 14577 14770 15383 16448 17901 17964 18532 19002 19239 19470
59	29	29	8	271 1018 1507 1541 2018 2486 3960 4216 4311 4774 4970 5593 5608 6201 6816 7167 8806 9463 9859 10023 10305 10685 12214 12593 12981 13023 14987 15545 16512 17430 17672 18089 18235 18249 18642 19860
60	28	576	40	89 102 287 299 400 1172 1212 1714 2169 2845 2969 3611 3986 4505 5416 5500 5617 5974 6305 6596 6817 6994 8188 8458 8708 9038 9215 9285 9870 11014 11364 12121 12834 13375 13376 14020 14459 15304 15364 15657 15673 16002 16388 16592 17057 17300 17455 18708 19779 19842
61	18	543	4	163 175 589 631 660 718 1341 1601 1700 3000 3541 3951 4216 4753 5383 5568 5571 5683 5707 6031 6093 6946 7894 8838 9027 9096 10015 10356 10738 11109 12108 13252 13703 14724 14763 15807 16066 17759 18159 19934 19970
62	30	173	16	145 296 317 696 914 1912 2103 2177 2986 3032 3147 3263 3351 3529 4382 6698 6968 7109 8003 9045 9175 9415 9684 10847 11732 12764 13168 13295 14866 16608 17513 17540 18035 18339 18606 18751 19596
63	31	884	20	556 827 1065 1524 1905 2238 2301 2537 2766 3039 3180 3259 3804 5040 5906 6371 7123 7124 8883 9938 10378 10549 12334 12880 13161 13982 14168 14419 15053 15116 15386 15707 16627 19386 19418
64	9	165	39	118 394 479 1007 1132 2682 3481 4333 4359 4761 4787 4865 5766 5905 6143 6380 7889 7985 8600 8620 8904 10278 10514 11186 11883 12348 13124 13883 14316 14824 14983 15155 15936 16143 17846 17947 19456 19890
65	37	969	56	136 1048 1598 2761 3065 4070 4772 5110 5272 5752 6357 8039 9251 9262 10142 10617 10963 11549 11699 14088 14697 14698 14877 14904 16007 16938 17305 17342 17547 17696 17853 18029 18978 19023 19683
66	27	140	44	320 2045 2174 2663 4619 4666 4887 5895 6594 6884 7322 7339 7536 7656 8711 9629 9661 9850 9962 10022 10172 11717 13857 14101 14110 14247 14418 15273 17734 17757 18652 19235 19831
67	22	774	50	202 430 638 2190 2422 2428 2465 2600 2944 3679 3819 4325 4725 6148 6966 7821 7977 8321 8868 9323 9591 10382 10851 11253 11375 11728 13006 13622 13813 13904 14174 14276 15088 15593 15634 16624 16676 17138 17969 18571
68	7	684	53	64 995 1809 2234 2694 3565 3655 4529 6027 6124 6355 6472 6907 6927 7014 7034 7383 7600 8371 8463 10266 10366 13647 13772 14029 14508 14652 14975 16302 16384 17219 18624 19266 19409 19635
69	28	495	36	13 15 73 116 813 1009 1108 1820 2072 2302 2692 3106 3186 3410 4861 5255 5275 5448 5671 7077 9264 9805 10167 10770 10827 11047 11717 11835 11836 11895 12235 12246 12704 12978 12997 14532 14666 15479 16036 16128 16940 17061 17451 17819 18068 18084 18670 18766 19110 19200
70	30	500	35	301 551 1010 1644 2486 3110 3126 3432 3756 4298 4989 5789 6212 6287 6401 7344 7545 7896 9523 9559 10239 11212 11401 11725 12224 12524 13312 13964 14378 15208 16050 16252 17305 17648 17885 18079 18231 18825
71	27	343	28	115 860 1825 2197 2324 3013 3080 3114 3486 3589 4730 4805 4991 6322 7323 7566 8186 8851 8947 10217 10878 11354 11505 12268 13042 14812 15081 16203 16814 16862 17976 18188 18329
72	27	125	55	515 603 1821 2072 4176 4524 4832 6766 7065 7236 7258 7425 7533 8328 9849 10025 10272 10523 10698 11197 11486 11938 12444 12447 12596 13062 14975 15567 15916 19151
73	6	343	55	307 655 869 1658 2793 3059 3082 3086 3481 3597 4137 4553 4855 5070 5071 5103 5259 5397 5936 5967 7174 7381 9443 9457 9624 9920 10092 10168 10774 10959 12259 12667 13715 13770 15066 15140 16796 17578 17582 18049 18552 18971 19884 19915
74	9	957	55	198 472 752 928 1587 2321 2639 2939 3094 4529 4573 4624 5284 5409 7082 7582 7941 8084 9716 9786 9879 10032 10210 11476 11618 11688 12982 14595 14957 15486 15845 16142 16615 17100 17227 17694 19599
75	5	191	34	206 440 852 1716 3440 3572 3727 3745 3867 4209 4763 5147 5865 5992 6695 6741 7048 7480 7562 8565 9321 9787 10473 11105 11137 11757 11963 13060 13472 13738 15763 16065 16377 16527 16594 17073 17320 17509 17685 18231 18329 18378 18407 18580 18652 18747 19675
76	8	318	18	684 1355 1622 3809 6520 8408 9275 9698 10462 12238 12319 15280 15305 15661 16244 17356 17367 17740 18706 19295
77	5	620	21	1535 2141 2182 3790 4213 4591 4937 5169 5544 5633 5856 5865 6017 7641 7695 8043 8162 8195 8510 8772 9097 10080 10127 10229 10976 11433 11652 12634 13123 13462 14113 14441 15715 16054 16560 17176 17489 18005 18249 18466 18498 18507 18624 18637 19029 19526 19891
78	13	349	42	387 508 1501 2201 2913 3093 3891 4041 4630 5438 5592 6603 6794 7385 7892 8680 9148 9972 10798 11368 11623 12488 12854 12930 13268 14091 14559 17193 17556 17685 17687 17963 18017 18080 18315 18813
79	17	790	11	208 465 1362 2410 2436 3246 3885 3927 4453 4464 4834 4943 5149 5735 6666 6964 7050 9170 9429 10262 10510 10780 11041 12816 12933 14508 14590 15046 15924 16423 16518 17107 17164 17906 17907 18492 18920 18923 19464 19715 19884
80	12	269	45	45 424 475 962 1296 1370 1429 2182 2526 3045 3379 4642 4727 4826 4856 5525 5929 6243 7039 7578 7733 8060 8443 8867 9897 10455 10716 11554 11623 14564 15263 15416 16403 16641 16655 18058 18489 19722 19747
