Course	Room	Teacher	Time	Students
1	32	294	16	1140 1288 1432 1551 1802 1953 2770 3584 4071 4102 4215 4479 4869 5088 5334 5681 5787 5890 6416 6916 8099 9372 10010 10955 11271 11691 12118 12329 12677 13512 14627 15312 16267 18619 18732 18964 19717 19885
2	25	566	27	126 183 221 1362 2653 3210 3263 3344 3924 4796 8582 8595 8758 9450 9633 10515 10693 11055 11130 12375 12717 13624 14188 14739 15141 15621 16281 16376 16575 16625 17346 17597 17718 19705
3	15	104	32	154 411 497 1088 1184 1612 2689 2868 3080 4301 4449 4995 5524 7257 7305 7626 8515 9313 9604 9845 10013 10157 10485 11077 14841 15493 15560 16194 16532 16594 16816 17440 17986 18211 18511 18690 19219 19418 19800
4	14	958	41	676 1004 1173 1237 1401 1828 1921 2263 2556 2677 2695 5263 6245 6834 7228 8648 8864 8868 9069 9597 9616 10305 12414 13073 13109 13871 14440 14822 15184 15451 16053 17315 17730 18366 18608 18878 18966 19289 19575 19693
5	14	952	12	353 427 742 1373 1663 1872 2949 3093 3206 3261 3529 3642 4425 4721 5111 5381 5520 6213 6591 8436 9512 9715 10029 10367 10492 10549 10926 11132 11781 11926 12706 14505 14760 15087 15429 16869 18060 18154 19139 19527 19750
6	37	449	16	446 722 1241 1817 1830 2470 2566 3118 3124 3181 3207 4316 4786 7523 7540 7804 9373 9448 9724 10833 11345 12140 12616 12979 13451 13618 14999 15594 16075 16110 16140 16522 17242 17528 18024 18206 18748 19101
7	2	999	29	161 998 1024 1083 1343 1452 1707 2351 2545 3176 3178 3240 3793 3906 4160 4733 4836 5761 6184 6374 7284 7356 7938 8242 8974 10023 10063 10539 11674 11798 11898 13443 13691 14251 14279 15394 16151 16523 16815 17491 18357 19040 19103 19467 19539 19792 19931
8	32	41	9	925 2078 2930 3562 3673 4182 4411 4714 5309 6734 7254 7396 7445 7735 7991 8299 8621 10604 10941 11796 11852 12258 13529 13590 14548 14891 15476 15500 15656 15752 15993 16435 16545 17051 18327 18973 19463 19967
9	12	353	6	286 643 685 3019 3159 3620 3942 4367 4895 4930 6002 6437 6983 6995 7002 7299 8315 8358 8408 8746 8868 8894 10242 10651 10858 11800 11904 11998 12738 13403 13670 14215 15065 15201 15216 15472 15762 15865 16130 16404 17669 17693 18040 18417 18627 19657
10	20	154	4	322 574 1515 2402 2483 2628 2683 3116 3180 3972 5853 7366 7660 8341 9063 9515 9556 10515 10654 11245 11381 11529 11621 11741 11931 12570 12589 14540 17110 18785 19879
11	40	121	27	748 872 1578 1763 1967 2853 3607 4625 5098 7070 8166 8522 10038 10047 10340 10524 10563 10919 11369 11747 12319 13983 13993 14313 14452 14581 15076 15595 16299 18403 18499 18589 19542 19878
12	14	86	11	353 832 1174 1280 2020 2180 2361 2837 3351 4149 4271 4565 5281 6456 7009 7944 8015 8327 8872 9358 9431 9575 9808 10647 12803 13222 13578 15234 15516 15813 15952 16058 16062 16219 17013 17194 17451 17797 17960 18167 18955
13	34	6	44	998 1137 2448 3885 4058 5310 5533 5788 5864 5917 6263 7215 7604 8109 8712 10055 10744 11299 11394 11399 14308 14952 15029 15187 15810 16300 18012 18133 18222 19005 19022 19637 19795 19845
14	34	850	50	1337 1343 1514 1599 2327 4282 4382 5389 5893 6745 6897 7346 7920 8873 9721 10260 10528 11203 11229 11594 12274 12532 12648 12683 13195 13356 15202 15832 16698 18050 19512
15	6	934	49	165 513 3029 4291 4313 5382 6112 6806 7545 7586 7676 7809 9113 9900 10084 10295 10869 11017 11690 12414 12522 14458 14688 14701 15179 15968 16842 17542
16	28	314	45	39 42 632 972 1350 1461 1893 2477 2514 3382 3989 4049 4583 5610 5794 6592 8264 8627 9098 9443 10203 10891 11420 11592 11610 11798 12808 13360 13722 15596 16346 16766 16923 17721 17882 18042 19057 19108 19548 19898
17	32	103	37	25 311 397 824 2622 3125 3558 4446 4725 4988 5475 5726 5957 6137 6187 6987 7499 7533 8648 9260 9764 11411 11758 12950 12952 13431 14065 14231 14867 16092 16180 16383 16758 17318 17564 17629 19205
18	11	19	6	4 64 854 1613 2325 2745 3540 3637 4116 4397 5116 5131 5540 5774 5904 6191 6552 7057 7815 7951 8604 9394 9832 10308 10490 11346 11686 12161 12766 12956 13209 13656 13686 14499 15157 15514 16265 16572 16620 18216 18635 19200
19	39	214	19	489 562 938 981 1044 1132 1732 1875 2900 4416 4787 5160 5213 5975 6199 6557 7075 7145 8176 8699 9314 9828 9974 10883 11541 11864 12237 12263 12363 12597 12670 14182 14966 15234 16013 16310 17216 17397 17398 18159 19215
