Course	Room	Teacher	Time	Students
1	1	106	58	716 1119 1181 1472 1516 2004 2729 2735 2963 3223 3555 3569 3691 3885 4128 4592 4605 5821 6703 6874 7999 8179 8393 8504 11968 12161 12635 13092 13584 13757 14120 14184 14910 15729 17073 17392 17553 17770 17948 18995 19010 19147 19915
2	37	878	109	311 654 1975 2130 2151 4001 4300 4759 4902 5343 6483 7110 7287 7691 9142 9624 9720 9857 9916 10249 10850 11261 11336 11404 11973 12605 12926 13176 13226 13341 13816 14288 14692 16219 16987 17012 17256 17374 17734 17768 17929 17976 18139 18660 19586 19954
3	10	400	45	547 1632 2594 2705 6216 6942 7133 8129 8715 9449 9503 9704 10200 10542 11212 11414 11480 11801 12658 13060 13323 14376 14476 14608 14712 15209 15232 15271 15284 16012 16097 16225 16336 17226 18120 18755 19118 19538
4	35	520	91	100 1650 1663 2407 3478 3613 3790 4463 4682 5182 6431 7594 8202 8563 9204 9503 9761 9816 9880 10591 10714 11340 11471 11841 12149 12672 13384 13496 13906 14452 15140 15731 16830 17510 17834 17988 18378 18779 19039
5	6	771	15	426 1143 1180 1294 2078 2663 2742 3010 4038 4472 5086 5758 5894 6787 6939 7102 7751 9097 9185 9321 9564 9844 9910 10080 10907 10956 12214 12817 13419 14330 14350 14911 15010 15666 15780 15928 16700 16883 16952 17564 19026
6	7	781	21	802 1453 1567 1761 2463 2824 3205 3436 3890 6202 6307 7663 7786 8047 8255 8746 9565 10092 11936 12547 12595 14090 15013 15097 15787 16663 16687 18509 18534
7	29	669	1	672 920 3390 3599 4392 4717 5785 6083 6891 7085 7531 7532 7568 8151 8231 8261 9879 10631 10972 11839 12384 12599 12660 13989 14386 14859 15371 15581 15969 18577 18996 19928
8	12	862	77	395 439 800 2213 2627 4202 4310 4698 5615 5749 6254 6275 6723 6732 6925 7904 8070 8872 9081 9879 9927 10651 10706 11458 11874 12198 13364 13515 14727 14867 15477 15782 16135 16284 16403 16458 16669 17764 18049 18921 18973 19207 19966
9	26	682	54	817 2688 2908 3475 4161 5148 5189 6000 6030 6473 8017 8127 8328 8670 8799 9297 10443 10750 10949 11857 12003 12071 12134 12345 13870 14571 14890 15114 15141 15166 17504 18019 18062 18126 18447 18852
10	19	780	6	318 1808 2196 2327 2400 3042 3073 4235 4964 6050 6941 8061 9020 9305 9767 9926 10109 10193 11112 11143 12088 12463 13028 13364 13827 14417 14674 15284 15911 16264 17169 17303 17813 17863 19584
