Course	Room	Teacher	Time	Students
1	52	12	1	1 5 6 8 10 16
2	90	16	1	9
3	154	10	8	5 18
4	154	12	3	1
5	154	1	4	2 10
6	154	1	5	3 16
7	154	18	7	4
8	90	13	3	13
9	10	5	2	9 15
10	52	3	9	7 10 19
11	52	14	4	3 6 9 14
12	10	4	9	6
13	52	6	7	8 20
14	52	20	8	7 8 19
15	52	11	10	10 12 13
16	10	20	7	3
17	154	5	1	12 17
18	90	9	5	17
19	10	10	5	
20	154	9	6	4 5
21	10	7	3	12 15
22	1	15	1	
23	154	16	10	18
24	10	8	10	7
25	52	14	6	3 8 18
26	52	6	2	2 12 14 17
27	90	8	7	17
28	10	4	6	1
29	1	11	1	
30	154	13	9	5 14
31	10	3	4	15 18
32	10	15	1	11 15
33	90	2	2	13
34	10	17	8	6
35	154	17	2	1 11
36	90	18	4	13
37	1	7	1	
38	52	2	3	2 4 14 19
39	90	19	6	16
40	52	19	5	9 11 19 20
