Course	Room	Teacher	Time	Students
1	51	20	27	14 28
2	500	20	7	8
3	500	2	8	8
4	1	17	1	
5	51	17	21	6
6	500	39	30	27
7	51	8	19	2 30
8	51	38	1	1 6 12 13 15 19
9	522	16	1	27
10	500	29	17	18
11	51	2	26	10 24
12	51	33	2	1 3 5 6 14
13	51	23	15	10 26 28
14	500	1	13	15
15	500	10	26	25
16	500	33	1	2
17	51	25	3	1 5 12 14 28
18	1	11	1	
19	1	31	1	
20	500	14	28	26
21	500	12	4	4
22	1	10	1	
23	1	23	1	
24	1	40	1	
25	1	30	1	
26	51	16	16	11 15 17
27	51	8	18	1 13
28	522	9	3	30
29	500	19	27	25
30	500	35	10	13
31	500	31	9	11
32	1	40	1	
33	51	1	12	8 17 25
34	500	15	15	17
35	51	25	10	5 16 24
36	500	3	25	25
37	51	12	23	8 22
38	51	4	20	3 5
39	500	3	5	7
40	51	19	9	4 16 21
41	1	15	1	
42	500	13	19	21
43	500	26	21	22
44	500	5	6	7
45	51	26	8	4 11 23
46	51	36	14	10 12 23
47	1	29	1	
48	51	11	6	6 10 12 27
49	500	24	24	24
50	51	9	4	9 21 22 29 30
51	522	5	2	29
52	51	28	11	7 16 18
53	500	35	18	20
54	51	7	24	9 27
55	1	24	1	
56	500	21	23	24
57	500	34	2	2
58	500	21	22	23
59	500	38	20	21
60	51	34	30	2
61	500	6	11	15
62	51	22	28	20
63	500	39	16	18
64	500	18	3	4
65	1	7	1	
66	51	6	7	3 18 28
67	1	27	1	
68	51	36	25	9 20
69	1	4	1	
70	51	37	29	20 29
71	500	14	12	16
72	1	18	1	
73	1	30	1	
74	500	13	14	17
75	1	32	1	
76	51	37	17	14 19 29
77	51	22	22	7 19
78	51	32	5	3 19 23 30
79	500	27	29	26
80	51	28	13	9 11 13
