Course	Room	Teacher	Time	Students
1	1	3	1	
2	1	6	1	
3	325	16	2	6
4	1	7	1	
5	195	10	4	1 10
6	1	16	1	
7	195	8	9	6 9
8	325	17	6	8
9	325	1	5	8
10	1	20	1	
11	1	15	1	
12	195	3	20	5
13	195	4	3	1 5
14	195	4	5	1 10
15	1	11	1	
16	195	11	16	3
17	1	17	1	
18	195	10	15	2
19	195	20	14	2
20	195	6	13	2
21	1	19	1	
22	195	2	18	4
23	1	7	1	
24	195	1	17	3
25	325	13	1	5
26	1	5	1	
27	195	18	19	5
28	1	9	1	
29	325	2	7	
30	325	15	4	7
31	325	5	3	7
32	195	18	2	3 4 8
33	1	19	1	
34	195	14	8	6 9
35	195	9	12	1
36	195	13	6	3 4
37	195	12	10	7 9
38	195	12	7	6 8
39	195	14	11	9 10
40	195	8	1	2 4 7 10
