Course	Room	Teacher	Time	Students
1	1408	95	7	22
2	656	58	6	2 4
3	1408	54	28	30
4	1408	32	18	27
5	1	24	1	
6	1408	86	1	20
7	1	58	1	
8	1	71	1	
9	1	54	1	
10	1	93	1	
11	1	12	1	
12	1	70	1	
13	1	93	1	
14	1	97	1	
15	1	32	1	
16	1	90	1	
17	1815	71	8	5
18	1	65	1	
19	1408	72	15	24
20	1408	2	25	29
21	1	79	1	
22	1408	94	20	28
23	1	66	1	
24	1	56	1	
25	1815	69	17	11
26	1	53	1	
27	656	96	29	26 30
28	656	64	1	6 16 24
29	1815	20	28	18
30	1	15	1	
31	1815	70	6	3
32	1	45	1	
33	1408	60	11	23
34	1	84	1	
35	1	51	1	
36	1	10	1	
37	1	81	1	
38	1	77	1	
39	656	17	5	2
40	1	48	1	
41	1408	31	19	27
42	1	74	1	
43	656	75	14	8 14
44	1	52	1	
45	1	55	1	
46	656	19	8	4 16
47	1	19	1	
48	1	73	1	
49	1	64	1	
50	1	63	1	
51	1	73	1	
52	1408	65	21	28
53	1408	62	9	22
54	1	47	1	
55	1	84	1	
56	1	68	1	
57	1815	42	23	14
58	1815	22	25	15
59	1	98	1	
60	656	23	9	5 17
61	1815	48	13	8
62	1	28	1	
63	1	68	1	
64	1	42	1	
65	656	38	3	8 16 23
66	1	7	1	
67	1408	40	22	28
68	1	3	1	
69	1	24	1	
70	1	72	1	
71	1408	82	27	30
72	1	82	1	
73	1	27	1	
74	656	50	21	12 26
75	1	95	1	
76	1408	61	3	20
77	1	39	1	
78	656	40	17	10 19
79	1	43	1	
80	1	97	1	
81	1	4	1	
82	656	78	13	7 11
83	656	96	25	16 30
84	1	30	1	
85	1	37	1	
86	1	33	1	
87	1	43	1	
88	1	29	1	
89	1	46	1	
90	656	67	7	3 25
91	1408	74	24	29
92	1408	34	17	26
93	1	34	1	
94	1	51	1	
95	656	10	27	19 25
96	656	63	28	20 27
97	1	6	1	
98	1	14	1	
99	1815	61	15	9
100	1	45	1	
101	1408	69	5	21
102	656	25	12	6 11
103	1	49	1	
104	1	53	1	
105	656	59	11	5 15
106	1815	90	4	2
107	1	62	1	
108	656	36	16	9 28
109	1408	81	26	29
110	1	86	1	
111	1815	6	12	7
112	1815	57	21	13
113	656	14	24	13 27
114	1	27	1	
115	1815	8	24	15
116	1	99	1	
117	656	100	30	1
118	1	77	1	
119	656	80	4	1 4
120	656	13	23	12 19
121	1	41	1	
122	1408	2	30	
123	1	88	1	
124	1	39	1	
125	1815	41	29	18
126	1815	94	26	15
127	1	36	1	
128	1	18	1	
129	1815	80	27	17
130	1	55	1	
131	1	98	1	
132	1	57	1	
133	1815	20	2	1
134	656	7	20	10 17
135	1	12	1	
136	1815	50	11	7
137	1	92	1	
138	1	29	1	
139	1	60	1	
140	1408	67	23	29
141	1	22	1	
142	1	87	1	
143	1408	31	10	23
144	1	5	1	
145	1	83	1	
146	1	5	1	
147	1	44	1	
148	1815	99	9	6
149	1	16	1	
150	1815	25	10	7
151	656	47	10	5 19
152	656	44	2	6 18 26
153	1815	37	5	3
154	656	13	19	10 25
155	1	49	1	
156	1408	85	8	22
157	1815	92	22	14
158	1	76	1	
159	1408	4	12	23
160	1	35	1	
161	1	52	1	
162	1408	11	16	25
163	1	87	1	
164	1	23	1	
165	1815	26	7	4
166	1	18	1	
167	1815	1	30	18
168	1	3	1	
169	1815	91	16	11
170	656	15	15	8
171	1408	1	29	
172	1	26	1	
173	1408	30	6	21
174	1	91	1	
175	1	76	1	
176	1815	33	1	1
177	1408	8	13	24
178	1	11	1	
179	1	38	1	
180	1	66	1	
181	1	9	1	
182	1	100	1	
183	1	46	1	
184	1408	56	4	21
185	1815	9	14	9
186	1	17	1	
187	1	83	1	
188	1815	21	3	2
189	1	35	1	
190	656	16	18	10 22
191	1408	21	14	24
192	1	85	1	
193	1815	89	19	13
194	656	78	22	12
195	656	79	26	17 21
196	1815	28	18	12
197	1815	59	20	13
198	1	88	1	
199	1408	89	2	20
200	1	75	1	
