Class Times	100
Rooms	1000
1	7772
2	6023
3	4572
4	3507
5	4920
6	8822
7	7389
8	9059
9	3012
10	5392
11	1813
12	1537
13	1708
14	4222
15	276
16	6910
17	2454
18	386
19	7633
20	4685
21	8673
22	7294
23	5992
24	1648
25	3201
26	9037
27	9472
28	5478
29	4833
30	9815
31	948
32	6239
33	7483
34	5268
35	7503
36	6651
37	7722
38	3022
39	4526
40	8989
41	6275
42	3973
43	2328
44	5958
45	6575
46	7457
47	7735
48	350
49	8893
50	2294
51	4766
52	7623
53	2006
54	5794
55	7898
56	2056
57	9531
58	6555
59	5561
60	9942
61	4655
62	5799
63	4126
64	9114
65	1693
66	1999
67	9262
68	5543
69	6120
70	3512
71	6713
72	3515
73	5898
74	2387
75	9792
76	3300
77	5427
78	6709
79	3825
80	7500
81	4404
82	9778
83	4720
84	8703
85	3625
86	7072
87	338
88	3536
89	8801
90	353
91	1560
92	2437
93	7102
94	5251
95	7221
96	7171
97	3217
98	749
99	2213
100	5244
101	7543
102	6935
103	4497
104	9243
105	5947
106	1150
107	936
108	1147
109	2639
110	9533
111	7085
112	3555
113	7322
114	5037
115	7181
116	9580
117	7164
118	8424
119	1137
120	6799
121	9874
122	3040
123	7180
124	1883
125	8410
126	8984
127	7511
128	8213
129	9884
130	7872
131	6995
132	6577
133	3318
134	5642
135	568
136	7258
137	5968
138	238
139	5617
140	3515
141	7408
142	1910
143	2575
144	9216
145	1276
146	766
147	8592
148	6460
149	7147
150	6105
151	8804
152	136
153	752
154	1743
155	1588
156	9904
157	7915
158	5896
159	3579
160	4401
161	3852
162	3055
163	8371
164	6291
165	9729
166	925
167	5182
168	815
169	6125
170	1041
171	9855
172	6269
173	1485
174	7067
175	6427
176	5169
177	158
178	5448
179	8813
180	6053
181	2370
182	7651
183	7879
184	747
185	7505
186	9414
187	293
188	2667
189	6180
190	6526
191	2984
192	864
193	8565
194	9521
195	8960
196	77
197	9988
198	5669
199	7742
200	1582
201	6293
202	8362
203	2984
204	6622
205	3899
206	5106
207	2888
208	6142
209	3406
210	9904
211	8289
212	6907
213	2592
214	6140
215	2896
216	7122
217	9799
218	8780
219	8888
220	9248
221	2682
222	9836
223	4828
224	6577
225	8536
226	8171
227	6064
228	3416
229	1933
230	1472
231	9445
232	9360
233	4096
234	7480
235	4083
236	1754
237	7861
238	8133
239	8633
240	9806
241	6420
242	109
243	738
244	1079
245	3589
246	1329
247	6012
248	7353
249	7712
250	3722
251	8526
252	1774
253	8060
254	8123
255	2195
256	2480
257	6693
258	374
259	6455
260	5346
261	6572
262	5065
263	2115
264	276
265	6876
266	1192
267	2751
268	1512
269	4668
270	6184
271	9577
272	5346
273	1185
274	1272
275	6302
276	1126
277	5478
278	2717
279	3304
280	8394
281	5078
282	3269
283	8091
284	1963
285	5985
286	5078
287	9442
288	1737
289	4498
290	4605
291	4216
292	9995
293	2529
294	9270
295	8119
296	8354
297	2650
298	1934
299	9025
300	254
301	9661
302	8719
303	4974
304	6736
305	2064
306	8310
307	309
308	7518
309	9384
310	9553
311	4603
312	1366
313	4268
314	3122
315	8204
316	9434
317	9504
318	2043
319	9461
320	7323
321	9726
322	1934
323	6532
324	1038
325	1172
326	3298
327	6513
328	5770
329	4936
330	3967
331	7661
332	2745
333	5346
334	6864
335	3939
336	5816
337	1860
338	7523
339	2388
340	1364
341	7431
342	2737
343	2061
344	7754
345	7408
346	9686
347	1960
348	6551
349	7063
350	7410
351	5704
352	1803
353	6985
354	5166
355	2554
356	3911
357	7665
358	7440
359	193
360	6356
361	6617
362	557
363	1574
364	9189
365	6459
366	1242
367	9364
368	24
369	2991
370	4555
371	1250
372	7426
373	1036
374	3574
375	2272
376	1712
377	9053
378	1692
379	7388
380	4817
381	3009
382	4223
383	4181
384	4275
385	5850
386	6903
387	198
388	1026
389	2831
390	7282
391	9248
392	7743
393	7677
394	1189
395	9589
396	4361
397	2225
398	505
399	4220
400	9866
401	8907
402	3686
403	9853
404	2643
405	2527
406	4570
407	7078
408	3162
409	5287
410	4258
411	6755
412	7961
413	7712
414	863
415	317
416	9654
417	1781
418	1315
419	6011
420	4672
421	753
422	2206
423	5502
424	6906
425	1921
426	3868
427	3506
428	5784
429	586
430	5542
431	5171
432	1203
433	711
434	3405
435	6178
436	4816
437	5118
438	7033
439	7999
440	7044
441	4266
442	642
443	7522
444	6593
445	2277
446	9969
447	5664
448	5103
449	4667
450	4704
451	3048
452	2904
453	7296
454	3370
455	3036
456	4201
457	7599
458	7421
459	9260
460	6109
461	9559
462	4341
463	8682
464	7069
465	3891
466	3254
467	4400
468	6810
469	6156
470	644
471	9258
472	3446
473	3247
474	6372
475	142
476	9421
477	2741
478	547
479	9556
480	8677
481	132
482	9925
483	1678
484	3178
485	4423
486	6120
487	9985
488	881
489	7062
490	8850
491	7541
492	4510
493	688
494	2476
495	4434
496	4461
497	399
498	6966
499	1671
500	1009
501	8699
502	9884
503	4493
504	3705
505	7013
506	1067
507	7542
508	6140
509	8938
510	8092
511	588
512	5287
513	8442
514	9518
515	8489
516	8911
517	5263
518	1773
519	6430
520	5082
521	258
522	724
523	8494
524	2219
525	9424
526	4313
527	1120
528	645
529	761
530	6915
531	5349
532	9121
533	6444
534	2502
535	2053
536	7549
537	2789
538	2641
539	1481
540	6846
541	2897
542	8098
543	2966
544	4770
545	6242
546	2659
547	8178
548	3879
549	5099
550	3812
551	3356
552	1318
553	7213
554	3580
555	5801
556	7146
557	7805
558	9864
559	9661
560	4297
561	1509
562	4814
563	5774
564	2447
565	6926
566	4698
567	3965
568	6170
569	6534
570	9188
571	492
572	3134
573	1752
574	7532
575	2841
576	7288
577	5830
578	891
579	3397
580	9397
581	3110
582	3553
583	7828
584	8377
585	4535
586	8442
587	4945
588	2644
589	3983
590	2303
591	8820
592	6377
593	2734
594	3734
595	9501
596	7307
597	8089
598	8425
599	3527
600	6261
601	5779
602	3342
603	4746
604	5710
605	330
606	9579
607	9403
608	905
609	7257
610	7674
611	7654
612	9484
613	9944
614	157
615	9279
616	808
617	711
618	4310
619	782
620	5282
621	3949
622	1099
623	8107
624	5669
625	870
626	6402
627	8103
628	1037
629	3151
630	5481
631	6500
632	81
633	3814
634	4124
635	2600
636	3695
637	8223
638	6539
639	5955
640	6358
641	8060
642	6716
643	6249
644	8742
645	6162
646	88
647	1897
648	8732
649	5472
650	5670
651	9320
652	6839
653	314
654	5909
655	3174
656	4082
657	1645
658	4801
659	7420
660	3139
661	8760
662	3524
663	989
664	6421
665	376
666	1453
667	3872
668	447
669	6500
670	5848
671	5780
672	4162
673	5702
674	4035
675	143
676	8174
677	6400
678	1000
679	8146
680	1321
681	8077
682	5135
683	8842
684	5307
685	3112
686	6072
687	8507
688	6680
