Course	Room	Teacher	Time	Students
007041	PK338	0162976	14:00 - 16:00 T	362014 1070812 1155839 3064630 3065806 3085612 3092244 3103910 3188879 3217413 3323454
007128	PK25	0028980	10:00 - 12:00 W	362014 1012362 1019072 1049392 1052099 1058853 1059804 1068660 1070812 1071318 1073179 1073428 1074737 1093453 1094952 1097508 1123611 1136139 1137568 1141987 1163270 1163883 3059978 3062862 3065426 3065806 3068612 3069318 3071694 3073483 3078066
002856	PK25	0406445	13:00 - 15:30 TH	692830 1075130 1153904 1162443 1163242 3079872 3082370 3082852 3085126 3090312 3092604 3092781 3093184 3093208 3094700 3097009 3097592 3098317 3099423 3100468 3101907 3103203 3104870 3108814 3108886 3109227 3118027 3119630 3120137 3120610 3120788 3121782 3121966 3125450 3125873 3126433 3126772 3126883 3126930 3135241 3145694 3151195 3152667 3152743 3153306 3153473 3155348 3155695 3158474 3165225 3170878 3171506 3175457 3177063 3177165 3180697 3180821 3181938 3185376 3185620
007365	PK25	0701976	10:00 - 11:00 M-F	892947 1045484 1153904 3061917 3079915 3085846 3095417 3109335 3110898 3151195 3165225 3178019 3205138 3209832 3214899 3215635 3217434 3217667 3219685 3219719 3219786 3226387 3228778 3232225 3232322 3236537 3249531 3252374 3256812 3257376 3260308 3264020 3283446 3293645 3299552 3314945 3315776 3316819 3323644 3330926 3332421 3332425
012107	PK338	0031619	16:45 - 18:05 M	1012362 1136656 3065488 3095396 3101150 3322663
001249	PK25	0031388	14:00 - 15:00 MWF	898104 1058203 1070296 1070620 1072725 1073523 1079503 1080204 1084538 1085421 1087579 1093772 1095813 1107899 1122236 1126437 1130377 1153036 1162493 3064715 3077943 3100011
005247	TH110	3310303	16:45 - 18:05 M	898104 1032290 1058154 1155748 3077505 3122857 3185376
005263	PK338	3090017	19:30 - 21:00 T	898104 1057174 1069487 1085971 1112411 1162423 1162792 1163883 3057399 3063735 3066992 3067793 3069585 3073483 3080142 3089115 3155201 3216013 3322663
006049	PK25	0207327	10:00 - 11:00 MWF	901284 950914 1001389 1047770 1073075 1086556 1143387 1153554 3064630 3065016 3065591 3066088 3069894 3079774 3079871 3085421 3088390
001195	PK338	0031471	13:00 - 16:00 W	903788 1049144 1070620 1078869 1124340 1163179 3069758 3079872 3123316 3209294 3217408 3232625
